identificatie,bouwjaar,lat,lng,angle
0363100012119323,1938,52.384857239862654,4.854172455496527,176.97955715476292
0363100012119391,1938,52.38416931508882,4.853620493641573,87.18590160224416
0363100012119648,1937,52.38349905122611,4.851977041663455,177.24440490423314
0363100012119710,1934,52.3822967984361,4.856909408488271,176.99379087552214
0363100012119748,1934,52.377700629430365,4.8612428555296,346.02934227584495
0363100012119704,1933,52.37544903924214,4.8624051831025525,258.8009878899875
0363100012119719,1937,52.3842712531596,4.849061035008011,230.10342181467507
0363100012119859,1939,52.37599508367861,4.857304167052928,77.66193998477473
0363100012119899,1950,52.38006827576639,4.851435378276914,70.61780630443447
0363100012120001,1942,52.38139513245577,4.848178628711638,87.09013983016807
0363100012120147,1925,52.38310391413785,4.849820137958237,212.84380433849637
0363100012120212,1926,52.38354732591464,4.848793619177738,213.66541976681404
0363100012119960,1938,52.379975607790755,4.857276018847392,50.77054622497879
0363100012120033,1937,52.37964621836928,4.858219255021187,77.7852505599071
0363100012120245,1934,52.382779323577836,4.856762061174712,357.2116017855188
0363100012120419,1936,52.384824618406036,4.852194799048547,176.97926302204365
0363100012120618,1949,52.38309978971023,4.8542053929743805,268.38045903997477
0363100012120879,1934,52.38425100107354,4.854603245066671,87.20398857148193
0363100012120562,1950,52.37987861909451,4.8505019624953265,69.87963347726534
0363100012120653,1952,52.377186791419064,4.8567846847618314,78.18755589743851
0363100012120882,1936,52.38430950128937,4.851741490936784,86.65179399307311
0363100012120950,1950,52.37995223033593,4.851497944136722,70.61780630549248
0363100012121684,1948,52.37972676697393,4.846008606691618,83.47464465396564
0363100012121115,1933,52.37615919940764,4.860105814639065,167.84498773737545
0363100012121127,1948,52.37972927121466,4.846130873223807,83.47464465481339
0363100012121647,1938,52.37656000945086,4.862046632633264,168.05580505479034
0363100012121122,1950,52.37966984119563,4.849060528428466,69.81820538876708
0363100012121206,1933,52.375138528507556,4.861165624250142,346.78508810010567
0363100012121629,1933,52.3755908011562,4.861119396687855,168.44668029087407
0363100012121687,1926,52.38094079181688,4.8544504360457115,41.741149649736805
0363100012121797,1950,52.38160105596399,4.851813137088594,41.831268068711836
0363100012122012,1934,52.384670250285374,4.847927876022974,86.08187136427938
0363100012122114,1922,52.37614764124101,4.857930374816808,257.69853512377176
0363100012122649,1933,52.37509760838237,4.8608130022418745,346.7850880997931
0363100012121735,1925,52.382874844465306,4.850350458716559,212.99781605038385
0363100012121980,1924,52.37728849572095,4.8584075557708575,347.56107995949014
0363100012122151,1942,52.38173719743553,4.848346842202321,178.15110670350495
0363100012122456,1933,52.37618980930156,4.860369858593999,167.8449877395588
0363100012122498,1924,52.37765379902496,4.858832819362473,77.58656851385635
0363100012122387,1923,52.3780533148188,4.857656147746557,71.58512935191771
0363100012122410,1938,52.38020038819155,4.857003268927464,50.7705462231075
0363100012122480,1934,52.382227720764455,4.855966142489499,176.9937908748799
0363100012122548,1926,52.38103159577769,4.854810386657859,313.4223433728554
0363100012122641,1926,52.37530740045786,4.859337889162529,256.7684923286808
0363100012122800,1937,52.38451434205795,4.849050673894,266.2093850949475
0363100012122849,1934,52.3769035898513,4.862678916552995,252.09242946029212
0363100012123100,1937,52.38023343750144,4.858526594620805,131.08057633123877
0363100012122803,1954,52.37995175308733,4.854339853228129,340.73578319331887
0363100012123065,1938,52.38439914387647,4.854250156374578,267.2039885739654
0363100012123145,1933,52.375066921458036,4.860548547695359,346.7850880999725
0363100012123166,1934,52.380985971653324,4.8558155696303995,41.32002144888973
0363100012123161,1934,52.38021563676131,4.856613124922143,226.46236195299988
0363100012123168,1925,52.38061381549345,4.8550234604990345,42.306124557733455
0363100012123301,1934,52.38277770472049,4.852440514075248,261.7321920875844
0363100012123369,1927,52.38401218738399,4.84637170038264,295.82762508869433
0363100012123454,1938,52.38473750487825,4.854235212090485,266.19557184176034
0363100012123277,1922,52.38079167482301,4.854194306717621,222.9303254911962
0363100012123363,1934,52.38242169690836,4.852914550238886,224.32404220519848
0363100012123427,1934,52.37675017031585,4.8617160649465205,348.05580505518475
0363100012123462,1925,52.38080560078003,4.855064728283996,131.47429788975666
0363100012123555,1934,52.38394494044553,4.85638884161605,177.30197384899913
0363100012123554,1924,52.379265546518,4.856808247091728,60.237927773070965
0363100012123664,1934,52.382281314793836,4.855982215323756,176.993790874513
0363100012123814,1926,52.38363435141854,4.849207346822525,33.66541976848545
0363100012123697,1933,52.37521012243053,4.861782702308208,345.10710378240225
0363100012124069,1936,52.38409028967902,4.85175112980242,86.65179399610228
0363100012124099,1941,52.38102200427551,4.848875595072969,267.8184283904896
0363100012124022,1934,52.38335533811655,4.85616846513101,87.23418172707736
0363100012124138,1923,52.37774629219368,4.8577873562447005,74.338595667724
0363100012124181,1933,52.3757204640683,4.862235848038278,166.38803772655547
0363100012124165,1922,52.38196134358613,4.852167455984772,221.90946405913755
0363100012124215,1937,52.380347174256165,4.859692165054634,259.7559685274095
0363100012124245,1936,52.384458910576924,4.850831078448627,87.36457364312031
0363100012124337,1934,52.376993555641604,4.860329695798197,165.43150967191175
0363100012124495,1937,52.37574702457182,4.860550793826183,348.44668028999973
0363100012124235,1934,52.37708968634787,4.861019673051852,166.7635422237337
0363100012124321,1950,52.38012116497397,4.851406863173724,70.6178063070092
0363100012124435,1936,52.38432631080978,4.849537708003776,33.46362859255518
0363100012124496,1934,52.38228693419109,4.856316416224048,176.99379087491238
0363100012124502,1938,52.375938812694834,4.862148725965924,346.38803772431606
