identificatie,bouwjaar,lat,lng,angle
0363100012061225,1923,52.415235419891765,4.88332899306805,37.022415453046946
0363100012061228,2004,52.3550834839048,4.9928145964310415,219.25510375012078
0363100012062224,1916,52.36421249869448,4.939707033222349,87.92662804547378
0363100012063200,1965,52.32417530145,4.878365843940207,356.7033730785431
0363100012062226,2000,52.413055567268394,4.8246244234207145,70.8476571253968
0363100012061237,1969,52.331762338531234,4.858795441740384,88.9227772430645
0363100012061732,1961,52.344774953500384,4.884165733413827,9.177509568867933
0363100012062745,1911,52.352997169642215,4.864044040665273,334.9601121312557
0363100012062271,1930,52.34557627326208,4.878742539067407,138.66333074429775
0363100012062757,1962,52.32390308738725,4.860533164186058,268.2756211776313
0363100012064199,2008,52.36139655666452,4.979535864361927,144.529423579997
0363100012062297,1983,52.35931438638895,4.941579700208325,345.21557296539856
0363100012061309,2007,52.35145989423378,5.007146574843169,220.0073311844253
0363100012063275,1912,52.35509019576268,4.92530298026583,38.46732222860014
0363100012061803,2004,52.352464017080536,4.996756029810527,39.399923164554444
0363100012062304,1962,52.32375827553568,4.882456999051651,86.89427058197631
0363100012063730,1954,52.34337839863745,4.875083210734293,264.65940227249604
0363100012061824,1998,52.409630788683025,4.9300509852755185,322.1754157657039
0363100012063751,2003,52.35376657402197,4.995291586037431,219.45539768561176
0363100012063302,1924,52.38007998204292,4.8689952516235735,256.84286234353993
0363100012061353,1982,52.361187634163976,4.9450938159590345,7.902286526247197
0363100012061356,1926,52.358636095851004,4.94205944853481,2.286852465975491
0363100012063753,2008,52.3581327231074,4.992811181183,38.497858817294
0363100012064234,1962,52.3237172109143,4.888404110568221,85.90997862148333
0363100012061349,2009,52.35944407345564,4.981672996374209,144.30721609972716
0363100012061351,1982,52.36175046324251,4.8719997376667665,155.02892347512466
0363100012062794,1928,52.41514379730898,4.894079726727462,165.94648868683007
0363100012063766,2003,52.3533638540578,4.996048267070806,219.4370040877214
0363100012063323,1925,52.34276736906811,4.92567305301597,313.98864658980625
0363100012062357,1881,52.35546666733245,4.887091062474909,85.64849158790157
