1-t,2-t,label
-52.04471,44.540916,revival
-13.537696,-18.499731,postwar
-80.25792,-1.611445,late_19th-century_style
-35.431854,-0.74853444,contemporary
-41.268288,-8.37128,contemporary
-56.757214,-51.255844,early_19th-century_style
-56.757214,-51.255844,early_19th-century_style
-58.519352,-42.420937,late_19th-century_style
-44.62294,-34.082047,late_19th-century_style
-66.96981,-86.659966,early_19th-century_style
-52.579643,-65.03851,early_19th-century_style
-61.10958,-61.896393,early_19th-century_style
-50.80528,-38.711163,late_19th-century_style
-71.90572,-50.09758,18th-century_style
-71.607346,-49.81051,18th-century_style
-71.90572,-50.09758,18th-century_style
-31.65114,-66.68124,late_19th-century_style
-45.120865,-35.855698,late_19th-century_style
-48.760345,-62.59544,early_19th-century_style
-45.120663,-35.854885,late_19th-century_style
-62.446316,-29.119114,late_19th-century_style
-63.442238,-49.306774,late_19th-century_style
-45.411278,-59.46616,late_19th-century_style
-30.484179,-7.1879926,revival
13.334883,-79.51954,contemporary
-66.5524,-52.905754,late_19th-century_style
-48.764027,-62.593323,early_19th-century_style
-13.812646,-52.014294,postwar
-13.8124695,-52.01397,postwar
-31.651129,-66.680435,late_19th-century_style
-66.55058,-52.905945,late_19th-century_style
-51.426502,-62.870426,interwar
-57.24837,-57.816936,contemporary
-57.24837,-57.816936,contemporary
-26.089106,-5.6782284,revival
-29.20366,16.765099,late_19th-century_style
-40.55105,-50.935635,postwar
-35.548157,-24.375608,late_19th-century_style
-27.470205,-16.497782,contemporary
-29.177376,16.763105,late_19th-century_style
-9.127448,-73.309525,postwar
-27.171711,-17.01893,contemporary
-84.33803,-23.441095,late_19th-century_style
13.581471,-29.134527,contemporary
-9.128858,-73.31419,postwar
-27.185688,-16.956287,contemporary
-29.100668,-4.6148467,contemporary
-29.179686,16.742771,postwar
-27.215168,-16.875677,contemporary
-17.755783,-68.52803,late_19th-century_style
-34.00964,-51.35847,contemporary
-45.412277,22.180864,late_19th-century_style
-17.755783,-68.52803,late_19th-century_style
-34.009407,-51.361687,contemporary
-48.20792,3.6904964,late_19th-century_style
-45.399223,22.168863,late_19th-century_style
-48.20786,3.689513,late_19th-century_style
-34.629875,-71.852585,late_19th-century_style
-39.785583,-80.3809,contemporary
-24.072006,-95.46722,contemporary
-47.371586,33.618965,late_19th-century_style
-46.841675,33.951496,late_19th-century_style
-46.977196,34.045467,contemporary
-14.747317,-44.064926,contemporary
-14.748377,-44.064777,contemporary
-40.418503,-52.55186,contemporary
-61.286095,16.849854,late_19th-century_style
-78.14923,47.23065,late_19th-century_style
-40.4176,-52.55239,contemporary
-83.16298,60.21952,revival
-72.67237,-55.44318,contemporary
-76.150795,-28.572828,late_19th-century_style
-58.86004,-50.766228,contemporary
-63.735783,-13.310058,late_19th-century_style
-33.904606,-28.273933,postwar
-56.68607,11.99308,late_19th-century_style
-76.150795,-28.572828,late_19th-century_style
-75.309074,-49.90301,late_19th-century_style
-16.764444,-18.300951,revival
-63.303562,82.93563,contemporary
-36.594803,-36.332237,late_19th-century_style
-66.768875,-51.724537,18th-century_style
-27.75819,-27.31978,revival
-50.900475,-29.954172,contemporary
-55.7081,-1.9471097,late_19th-century_style
-48.35522,-22.705046,postwar
-6.768102,-44.820847,late_19th-century_style
-93.616325,66.19751,late_19th-century_style
-77.47261,-15.804959,late_19th-century_style
-41.81186,26.158146,contemporary
-41.812023,26.15807,contemporary
-57.171932,-25.663069,late_19th-century_style
-35.671043,-37.38967,postwar
-50.454796,15.807592,late_19th-century_style
-75.13856,47.878155,late_19th-century_style
-36.60852,21.261713,revival
-31.814913,-0.751045,contemporary
-36.751675,22.104975,revival
-91.50451,66.7281,late_19th-century_style
-32.56362,-40.737087,contemporary
-29.220488,-4.6030188,early_19th-century_style
-77.4009,-15.86629,revival
-32.56422,-40.73657,contemporary
-55.493103,-35.129917,late_19th-century_style
-48.354977,-22.705524,postwar
-50.90037,-29.951708,contemporary
-65.78497,55.52071,contemporary
-32.56353,-40.737026,contemporary
-29.638144,-26.456396,early_19th-century_style
-74.97056,-45.390003,late_19th-century_style
-60.47456,-54.755882,early_19th-century_style
-39.749836,-56.13777,early_19th-century_style
-29.845013,15.521747,early_19th-century_style
-68.49526,-40.921783,late_19th-century_style
-54.30051,30.938545,late_19th-century_style
-54.43644,30.994621,late_19th-century_style
-54.71767,31.185614,late_19th-century_style
-54.43644,30.994621,late_19th-century_style
-54.71767,31.185614,late_19th-century_style
-54.69498,30.974192,late_19th-century_style
-54.69498,30.974192,late_19th-century_style
-50.89571,30.791931,late_19th-century_style
-41.221333,21.179283,late_19th-century_style
-50.841312,28.9794,late_19th-century_style
-50.902195,30.797375,late_19th-century_style
-50.98101,30.641022,late_19th-century_style
-67.24823,-2.3566368,late_19th-century_style
-91.24817,65.90883,postwar
-51.089794,31.242542,late_19th-century_style
-51.083313,31.22656,late_19th-century_style
-46.913795,34.066517,late_19th-century_style
-34.27144,-20.056751,contemporary
-50.988144,-44.73146,late_19th-century_style
-50.647877,30.845482,late_19th-century_style
-39.455357,-45.05261,revival
-39.45535,-45.052757,revival
-60.47456,-54.755882,early_19th-century_style
-53.541164,-53.200718,late_19th-century_style
-51.091362,31.449522,late_19th-century_style
-97.23504,-52.648853,late_19th-century_style
-41.310627,-60.8448,postwar
-8.684351,-64.974625,contemporary
-4.4710574,-57.460377,contemporary
-34.809452,-75.30162,late_19th-century_style
-14.530149,-35.88286,late_19th-century_style
-39.749554,-56.137173,early_19th-century_style
-27.973976,-12.301121,contemporary
-67.125755,-35.238937,late_19th-century_style
-45.534637,-46.223667,contemporary
-73.4615,-41.103634,late_19th-century_style
-72.278885,-16.200764,revival
-68.69086,-83.972,early_19th-century_style
-67.30187,-85.417656,early_19th-century_style
-72.332115,-58.707382,revival
-47.37003,-43.019085,late_19th-century_style
-37.379707,-12.995653,revival
-52.75724,-52.06756,late_19th-century_style
-61.047028,-8.75665,late_19th-century_style
-61.053623,-8.754069,late_19th-century_style
-98.55344,-28.513542,late_19th-century_style
-78.337425,-21.456854,late_19th-century_style
-25.213276,-34.837513,contemporary
-67.683205,-57.885895,early_19th-century_style
-99.96264,-27.72455,revival
-56.282536,-84.09099,early_19th-century_style
-29.053509,-35.631947,postwar
-37.614693,-61.346806,late_19th-century_style
-59.105873,-43.62843,late_19th-century_style
-39.44712,-51.09631,postwar
-21.029974,-15.013583,postwar
-68.47049,-33.705154,late_19th-century_style
-22.29282,-78.25168,early_19th-century_style
-43.242493,-50.656746,late_19th-century_style
-64.05657,-9.386914,late_19th-century_style
-43.239338,-50.65551,late_19th-century_style
-39.44712,-51.09631,postwar
-39.44712,-51.09631,postwar
-30.20465,-61.172874,postwar
-67.683205,-57.885895,early_19th-century_style
-72.371826,-69.75206,contemporary
-94.28428,-4.317285,late_19th-century_style
-67.45003,13.329535,late_19th-century_style
-67.37005,13.411276,late_19th-century_style
-69.99674,-11.566994,interwar
-34.150036,-19.912941,revival
-63.035,-92.687164,early_19th-century_style
-60.37824,-65.44768,late_19th-century_style
-33.529392,-26.92331,early_19th-century_style
-18.925625,-14.200553,postwar
-37.536514,-41.90931,postwar
-62.809963,-47.317074,revival
-56.187233,-39.68469,early_19th-century_style
-88.38399,-15.5618725,late_19th-century_style
-98.40149,-30.260487,late_19th-century_style
-56.18751,-39.684853,early_19th-century_style
-58.669594,-31.355602,revival
-25.30978,-32.5369,early_19th-century_style
-62.612637,-84.72744,early_19th-century_style
-46.418,-37.38522,contemporary
-13.10398,-52.411148,contemporary
-39.8901,-37.88694,late_19th-century_style
-32.06224,-34.605476,late_19th-century_style
-39.89124,-37.889412,late_19th-century_style
-81.89055,-69.97306,late_19th-century_style
-36.265297,-56.601,early_19th-century_style
-67.82513,-52.066418,18th-century_style
-68.07615,-75.44179,early_19th-century_style
-56.450756,18.073862,late_19th-century_style
-38.794743,-39.33276,late_19th-century_style
-33.956345,-28.325336,revival
-22.904724,-36.417263,contemporary
-41.255676,21.962774,late_19th-century_style
-59.940678,-21.169203,revival
-64.97863,-39.736298,postwar
-38.847183,-51.643337,late_19th-century_style
-40.18252,-44.412045,early_19th-century_style
-31.934256,-27.293318,early_19th-century_style
-41.924137,-79.83605,early_19th-century_style
-51.62422,44.71076,late_19th-century_style
-97.62726,-25.022411,late_19th-century_style
-46.677322,-3.0827506,late_19th-century_style
-49.53208,-46.220127,contemporary
-47.110275,-60.41818,contemporary
-74.979225,-51.952866,18th-century_style
-53.027527,-10.801515,revival
-45.47674,-8.974935,contemporary
-45.4749,-8.975999,contemporary
-31.671614,-55.439064,late_19th-century_style
25.619,-29.660933,contemporary
-31.670216,-55.436832,late_19th-century_style
-24.24271,-46.624996,contemporary
-64.92315,-39.697063,contemporary
-76.498764,-23.98591,late_19th-century_style
-85.24346,-57.516964,18th-century_style
-59.793713,-30.092285,late_19th-century_style
-72.12587,-70.286674,early_19th-century_style
-80.645355,-48.55746,18th-century_style
-62.371525,-44.19812,early_19th-century_style
-96.11452,-25.242958,late_19th-century_style
-76.49876,-23.984024,late_19th-century_style
-43.24047,4.582011,contemporary
-67.57425,55.914894,late_19th-century_style
-5.803949,-20.729177,contemporary
-29.015179,-41.67869,early_19th-century_style
-51.848988,-57.442684,contemporary
-76.6366,-53.75463,contemporary
-87.39651,63.373257,late_19th-century_style
-76.69627,-40.580433,18th-century_style
-53.89056,-33.538536,late_19th-century_style
-39.84585,-23.004553,early_19th-century_style
-68.292114,-40.91879,late_19th-century_style
-29.013367,-41.67711,early_19th-century_style
-56.23199,-82.84478,early_19th-century_style
-58.581142,23.146708,late_19th-century_style
-61.80165,2.646464,late_19th-century_style
-61.801044,2.6463342,late_19th-century_style
-62.693108,2.7374592,late_19th-century_style
-62.693108,2.7374592,late_19th-century_style
-74.60219,-48.949173,revival
-3.6282783,16.545858,contemporary
-48.779278,-6.388349,contemporary
-97.63331,-19.431498,late_19th-century_style
-3.628139,16.546022,contemporary
-58.003708,-37.611706,early_19th-century_style
-35.558773,-32.560608,late_19th-century_style
-47.16606,-61.454178,late_19th-century_style
-74.96027,-51.931213,18th-century_style
-74.96078,-51.931236,18th-century_style
-46.619602,1.8083445,late_19th-century_style
-91.50451,66.7281,late_19th-century_style
-48.896248,-59.296455,contemporary
-5.6013484,-26.393045,contemporary
-49.127777,-7.751789,contemporary
-34.86569,-54.074223,late_19th-century_style
-59.388382,-28.992289,contemporary
-90.87837,-18.964079,late_19th-century_style
-47.215424,-2.0557275,late_19th-century_style
-47.025524,-8.832494,contemporary
-34.85839,-54.076622,late_19th-century_style
-45.475624,-8.976173,contemporary
-80.96374,-54.658546,18th-century_style
-68.629326,-9.537554,late_19th-century_style
-50.97615,-27.047848,late_19th-century_style
-68.0603,-33.748726,late_19th-century_style
-70.77434,-53.01035,revival
-65.1364,-43.95982,late_19th-century_style
-47.864784,-62.89437,early_19th-century_style
-61.52469,-22.729404,revival
-73.916794,-53.902824,late_19th-century_style
-73.916794,-53.902824,late_19th-century_style
-64.90732,-58.942856,late_19th-century_style
-50.915844,-41.535435,late_19th-century_style
-52.886024,-19.986284,late_19th-century_style
-54.971054,3.7108889,late_19th-century_style
-30.594925,-39.284557,contemporary
-60.51378,27.986437,late_19th-century_style
-43.539665,-16.262493,contemporary
-93.617294,66.194466,late_19th-century_style
-73.51211,-47.05356,revival
-58.395645,-27.281807,late_19th-century_style
-73.51211,-47.05356,revival
-44.801537,-24.77682,contemporary
-43.302498,-29.852373,contemporary
-92.98466,66.34595,late_19th-century_style
-49.862637,6.406813,late_19th-century_style
-93.616325,66.19751,late_19th-century_style
-83.019226,60.225628,late_19th-century_style
-93.66463,66.176216,late_19th-century_style
-68.42005,-65.20136,late_19th-century_style
-46.218323,-58.003242,late_19th-century_style
-12.950511,-29.188694,revival
-94.09346,56.783257,late_19th-century_style
-72.32814,-4.2537627,late_19th-century_style
-50.0826,-62.891636,contemporary
-94.1008,56.786915,late_19th-century_style
-87.4632,72.4874,revival
-61.30077,16.853785,late_19th-century_style
-61.28655,16.933392,late_19th-century_style
-68.08988,-13.460577,late_19th-century_style
-61.28655,16.933392,late_19th-century_style
-87.4632,72.4874,revival
-87.48777,72.451836,late_19th-century_style
-87.42242,72.49267,revival
-51.150024,27.471054,contemporary
-87.42242,72.49267,revival
-83.54076,-33.537407,late_19th-century_style
-25.252329,2.334013,postwar
-69.28127,-26.135511,late_19th-century_style
-69.09098,-26.511137,late_19th-century_style
-69.28161,-26.145609,late_19th-century_style
-69.27864,-26.171488,late_19th-century_style
-69.09726,-26.497944,late_19th-century_style
-59.99777,-40.04019,early_19th-century_style
-37.56815,-54.694027,late_19th-century_style
-34.033184,-53.632862,late_19th-century_style
-37.570526,-54.693146,late_19th-century_style
-34.033184,-53.632862,late_19th-century_style
-88.26183,18.06869,late_19th-century_style
-99.2975,9.981817,late_19th-century_style
-47.74773,-4.930437,late_19th-century_style
-59.99777,-40.04019,early_19th-century_style
-99.25568,9.784468,late_19th-century_style
-93.72803,31.782782,late_19th-century_style
-99.29147,9.985715,late_19th-century_style
-90.88749,-30.06271,contemporary
-94.28428,-4.317285,late_19th-century_style
-62.975563,-26.473724,late_19th-century_style
-93.249405,11.582529,late_19th-century_style
-93.71482,31.798336,late_19th-century_style
-93.349785,12.05692,late_19th-century_style
-93.2459,11.583925,late_19th-century_style
-89.8536,-23.447506,late_19th-century_style
-46.905357,-42.346817,late_19th-century_style
-37.42857,-11.040616,contemporary
-71.31199,-43.93417,contemporary
-61.893578,-53.750755,late_19th-century_style
-38.945827,-51.595047,late_19th-century_style
-38.945827,-51.595047,late_19th-century_style
-37.576683,-37.605206,late_19th-century_style
-72.81001,-29.834616,late_19th-century_style
-70.08997,-29.37255,late_19th-century_style
-72.8081,-29.833675,late_19th-century_style
-44.80007,-37.61538,late_19th-century_style
-70.075386,-29.373018,late_19th-century_style
-72.80323,-34.808704,late_19th-century_style
-67.17851,0.6354369,late_19th-century_style
-72.80312,-34.807705,late_19th-century_style
-66.93977,-64.3547,late_19th-century_style
-88.531876,-10.771697,late_19th-century_style
-67.83036,-84.44986,early_19th-century_style
-66.54262,-79.36183,early_19th-century_style
-48.568512,-39.712032,late_19th-century_style
-61.639988,-63.96926,late_19th-century_style
-98.37022,-30.374908,late_19th-century_style
-56.815464,-21.741846,late_19th-century_style
-65.932076,-55.11794,late_19th-century_style
-47.62097,-41.250355,late_19th-century_style
-56.815144,-21.742598,late_19th-century_style
-27.62337,-11.818348,contemporary
-36.02938,-46.23006,revival
-61.978508,-81.55071,early_19th-century_style
-47.937653,-47.244106,late_19th-century_style
-35.761646,-56.586884,early_19th-century_style
-75.37998,-48.29094,18th-century_style
-26.7754,-50.594944,contemporary
-72.745476,-54.90303,contemporary
-92.44012,-24.382816,late_19th-century_style
-54.528557,-52.3506,late_19th-century_style
-36.42045,-29.637596,late_19th-century_style
-72.742386,-54.90004,contemporary
-60.257835,-35.21687,late_19th-century_style
-60.257835,-35.21687,late_19th-century_style
-76.91367,-57.102093,late_19th-century_style
-40.10265,-75.121864,early_19th-century_style
-67.38624,-26.217726,late_19th-century_style
-67.38603,-26.2169,late_19th-century_style
-27.534817,-34.816116,postwar
-65.39757,-82.77761,early_19th-century_style
-82.41272,-54.349785,18th-century_style
-34.168686,-29.91309,late_19th-century_style
-42.217125,18.785954,postwar
-47.937534,-47.243557,late_19th-century_style
-36.07091,-21.591366,late_19th-century_style
-76.59526,-6.1191907,late_19th-century_style
-36.595,-36.331394,late_19th-century_style
-76.48001,-6.401164,late_19th-century_style
-76.4616,-6.3998194,late_19th-century_style
-50.812103,-31.721312,late_19th-century_style
-39.87783,-34.769016,late_19th-century_style
-47.727757,-40.772213,late_19th-century_style
-47.880825,-50.178833,late_19th-century_style
-59.865677,-49.64294,early_19th-century_style
-75.38055,-48.29315,18th-century_style
-59.865677,-49.64294,early_19th-century_style
-68.49787,-40.92183,late_19th-century_style
-3.4351907,-61.24448,contemporary
-28.914982,-71.57192,early_19th-century_style
-72.63401,-69.67984,contemporary
-60.09666,-47.966785,contemporary
-20.405407,2.2765667,contemporary
-34.631462,-26.583807,postwar
-45.695614,-65.35512,late_19th-century_style
-64.64105,-45.011055,late_19th-century_style
-40.02697,-70.778435,late_19th-century_style
-47.727757,-40.772213,late_19th-century_style
-50.045746,-32.88522,late_19th-century_style
-50.045746,-32.88522,late_19th-century_style
-71.69732,-45.113712,late_19th-century_style
-37.42402,-42.99176,postwar
-60.682205,-16.109657,late_19th-century_style
-29.39506,-5.44635,postwar
41.384678,15.650686,postwar
-37.423985,-42.99206,postwar
-71.69732,-45.113712,late_19th-century_style
-65.34591,-44.560345,late_19th-century_style
-47.583393,-43.865753,early_19th-century_style
-48.410408,-42.07464,contemporary
-64.70336,-85.93319,early_19th-century_style
-101.46332,-29.166557,late_19th-century_style
-68.000206,-47.164227,early_19th-century_style
-68.807304,-53.972095,late_19th-century_style
-49.84552,-79.49207,early_19th-century_style
-48.379074,-35.567196,late_19th-century_style
-46.46083,-41.347332,late_19th-century_style
-59.730923,-48.020157,early_19th-century_style
-32.495964,-49.26543,early_19th-century_style
-97.38348,-24.356537,late_19th-century_style
-40.02697,-70.778435,late_19th-century_style
-10.360527,-93.50662,postwar
-78.3447,-19.23686,late_19th-century_style
-54.16015,-3.109268,late_19th-century_style
-37.087147,-66.75637,late_19th-century_style
-72.027306,-42.874966,late_19th-century_style
-47.163666,-57.497997,late_19th-century_style
-60.227085,-38.222237,late_19th-century_style
-48.543137,-77.27096,late_19th-century_style
-48.46475,-1.9226239,late_19th-century_style
-48.46475,-1.9226239,late_19th-century_style
-48.55058,-77.26679,late_19th-century_style
-88.38502,-15.561765,late_19th-century_style
-30.082682,-72.23166,late_19th-century_style
-17.510479,-38.44703,postwar
-52.237755,-6.665724,postwar
-52.236736,-6.6661224,postwar
-61.267685,-81.84118,contemporary
-43.92864,-35.4744,late_19th-century_style
-84.53703,-66.815895,early_19th-century_style
-10.324932,-77.08738,early_19th-century_style
-22.344906,-10.623496,late_19th-century_style
-46.97725,-30.27953,late_19th-century_style
-37.10291,-22.312387,late_19th-century_style
-37.11996,-22.25682,revival
-51.684937,-51.426662,late_19th-century_style
-37.198906,-22.184694,revival
-36.82708,-22.502909,late_19th-century_style
-36.47842,-60.887745,late_19th-century_style
-43.92189,-2.6543205,contemporary
-64.64903,-3.8808138,late_19th-century_style
-43.922016,-2.6542377,contemporary
-64.64742,-3.880383,late_19th-century_style
-37.88649,-0.97465086,contemporary
-37.88602,-0.97453135,contemporary
-87.7192,-55.185112,18th-century_style
-87.7192,-55.185112,18th-century_style
5.1687193,-43.469208,contemporary
-38.77553,-52.069252,late_19th-century_style
-32.992172,-27.34068,late_19th-century_style
-38.774326,-52.068195,late_19th-century_style
-49.675304,-34.2305,late_19th-century_style
-40.872807,-79.04098,early_19th-century_style
-60.47456,-54.755882,early_19th-century_style
-67.11219,13.626096,postwar
-87.6232,18.90828,late_19th-century_style
-67.45419,13.321193,late_19th-century_style
-71.850365,-9.835984,late_19th-century_style
-71.85057,-9.835694,late_19th-century_style
-26.711126,-25.096691,early_19th-century_style
-66.25392,-1.4982128,late_19th-century_style
-69.97004,-11.569866,late_19th-century_style
-66.34813,-1.4315838,late_19th-century_style
-81.875275,36.199005,late_19th-century_style
-81.87837,36.196705,late_19th-century_style
-35.566246,-36.967392,interwar
-58.533634,44.40851,late_19th-century_style
-82.08966,36.079735,late_19th-century_style
-81.55538,35.831364,late_19th-century_style
-89.032936,12.442073,late_19th-century_style
-82.102486,36.048424,late_19th-century_style
-7.287932,-95.20865,postwar
-89.0183,12.47276,late_19th-century_style
-4.1421967,-75.47988,postwar
-94.09087,56.785954,late_19th-century_style
-72.15781,-4.202694,late_19th-century_style
-67.24823,-2.3566368,late_19th-century_style
-46.853775,34.12914,contemporary
-24.986605,-29.35849,early_19th-century_style
-24.986605,-29.35849,early_19th-century_style
-66.92184,-86.70709,early_19th-century_style
-24.986605,-29.35849,early_19th-century_style
-64.55594,-58.3802,late_19th-century_style
-36.622494,21.071701,late_19th-century_style
-72.04148,54.935368,postwar
-36.622868,21.067438,late_19th-century_style
-72.6874,-65.74444,18th-century_style
-77.41099,-48.964863,18th-century_style
-16.919598,-14.594309,late_19th-century_style
-59.484226,-40.756256,early_19th-century_style
-22.097328,-78.49884,early_19th-century_style
-53.50351,-92.38158,contemporary
-43.139618,-67.62712,early_19th-century_style
-38.416924,-61.18289,postwar
-54.97416,3.7200315,late_19th-century_style
-38.417366,-61.18502,postwar
-35.77487,-55.314358,early_19th-century_style
-63.397297,-14.720004,late_19th-century_style
-36.63261,-54.346382,early_19th-century_style
-50.090416,-67.25928,early_19th-century_style
-50.090168,-67.26018,early_19th-century_style
-50.785065,-3.8298745,contemporary
-24.241766,-46.628902,contemporary
-50.785065,-3.8298745,contemporary
-75.424675,-14.396163,late_19th-century_style
-54.71839,31.185339,late_19th-century_style
-41.242153,22.11326,late_19th-century_style
-41.241947,22.112448,late_19th-century_style
-41.23124,22.180012,late_19th-century_style
-41.231552,22.180262,late_19th-century_style
-41.219833,21.17583,late_19th-century_style
-65.53726,-44.268772,late_19th-century_style
-28.974798,-16.259481,late_19th-century_style
-32.313778,15.324129,late_19th-century_style
-32.243256,15.341379,revival
-28.93207,-16.192404,contemporary
-74.64533,-9.734848,late_19th-century_style
-66.03715,-31.408878,late_19th-century_style
-92.55823,-36.446274,early_19th-century_style
-74.86711,-14.1071,late_19th-century_style
-45.156887,-0.86686456,late_19th-century_style
-49.068615,5.7686753,late_19th-century_style
-49.068897,5.768849,late_19th-century_style
-46.080204,4.1445613,late_19th-century_style
-56.111427,-11.352247,late_19th-century_style
-54.60602,-54.5657,contemporary
-56.116455,-11.342642,late_19th-century_style
-42.57858,-43.423508,contemporary
-46.301712,-35.94771,late_19th-century_style
-15.879078,-35.64752,revival
-33.46735,-24.333376,late_19th-century_style
-65.27486,59.81582,contemporary
-75.17277,-37.378338,late_19th-century_style
-65.274895,59.817276,contemporary
-75.17277,-37.378338,late_19th-century_style
-36.74326,-39.072414,revival
-65.77783,55.526386,postwar
-62.81053,15.8939495,late_19th-century_style
-69.874435,54.947056,postwar
-40.336292,-6.705649,contemporary
-69.874435,54.947056,postwar
-65.78688,55.494633,postwar
-65.787476,55.496937,postwar
-71.97076,-41.492073,late_19th-century_style
-62.277676,18.311466,late_19th-century_style
-42.66061,-43.20632,contemporary
-55.17188,6.7005835,late_19th-century_style
-55.167072,6.703147,late_19th-century_style
-72.45836,-1.3395925,late_19th-century_style
-74.82147,-54.527706,contemporary
-53.55388,-31.077396,contemporary
-30.68547,-74.28749,late_19th-century_style
-66.81648,-45.569824,late_19th-century_style
-83.66581,-72.856094,18th-century_style
-36.74326,-39.072414,revival
-16.639566,-16.416187,postwar
-71.388016,-50.26761,revival
-69.04744,58.73334,late_19th-century_style
-66.04933,1.2898746,late_19th-century_style
-33.519314,-38.744907,contemporary
-97.3547,-26.438402,late_19th-century_style
-98.25091,-25.915113,late_19th-century_style
-97.35165,-26.440157,late_19th-century_style
-32.10033,15.364652,revival
-81.82012,36.425217,late_19th-century_style
-71.10132,50.55125,late_19th-century_style
-91.24817,65.90883,postwar
-35.97922,-54.394287,early_19th-century_style
-70.1903,-38.22909,late_19th-century_style
-71.06897,-29.959482,late_19th-century_style
-67.12546,-35.2387,late_19th-century_style
-92.177246,-29.453594,revival
-46.871147,-22.05718,late_19th-century_style
-63.960785,-29.344034,late_19th-century_style
-63.960934,-29.343828,late_19th-century_style
-76.04726,-44.34026,late_19th-century_style
-76.04715,-44.34032,late_19th-century_style
-32.932507,-42.141186,postwar
-100.12213,-26.639715,late_19th-century_style
-63.95905,-9.29188,late_19th-century_style
-92.17577,-29.452738,revival
-69.38973,-22.43481,late_19th-century_style
-101.37982,-24.832819,revival
-32.480526,13.994936,late_19th-century_style
-38.980766,-33.182148,late_19th-century_style
-45.300934,-34.88159,late_19th-century_style
-52.918324,-10.8171425,revival
-32.480526,13.994936,late_19th-century_style
-32.479523,13.99495,late_19th-century_style
-32.480972,13.9954405,late_19th-century_style
-71.6778,-21.431067,late_19th-century_style
-32.47944,13.994912,late_19th-century_style
-92.63901,-22.99245,late_19th-century_style
-35.375393,-12.911469,revival
-30.66791,-26.293087,early_19th-century_style
-81.93488,31.793636,late_19th-century_style
-17.643282,2.4508607,postwar
-54.811855,1.6041504,late_19th-century_style
-51.298584,33.36668,late_19th-century_style
-25.100952,-12.225386,revival
-45.77323,-36.89689,late_19th-century_style
-36.266323,-42.685684,late_19th-century_style
-36.266323,-42.685684,late_19th-century_style
-4.5663056,-33.218037,contemporary
-9.427756,-48.239723,contemporary
-29.792746,15.553086,revival
-9.427756,-48.239723,contemporary
-71.6778,-21.431067,late_19th-century_style
-29.776228,15.542396,postwar
-48.098804,24.595596,late_19th-century_style
-81.93488,31.793636,late_19th-century_style
-71.6778,-21.431067,late_19th-century_style
-30.668999,-26.290398,early_19th-century_style
-71.67336,-21.429869,late_19th-century_style
-71.6778,-21.431067,late_19th-century_style
-64.894035,-42.0828,late_19th-century_style
-39.52746,-49.63083,late_19th-century_style
-43.068066,-41.612972,contemporary
-43.06779,-41.61686,contemporary
-70.35707,-45.12053,late_19th-century_style
-62.116722,-34.236744,late_19th-century_style
-54.927208,3.7269123,late_19th-century_style
-90.74403,66.14845,late_19th-century_style
-71.00778,50.45421,postwar
-90.74403,66.14845,late_19th-century_style
-90.58159,66.44834,late_19th-century_style
-46.858723,34.139576,postwar
-46.946545,34.0056,late_19th-century_style
-46.841972,34.17462,postwar
-46.68071,34.078197,late_19th-century_style
-47.400173,29.600227,late_19th-century_style
-46.814148,34.2138,postwar
-35.651073,-35.369946,late_19th-century_style
-46.902203,34.147842,late_19th-century_style
-49.112293,33.81752,postwar
-49.11331,33.818745,postwar
-46.876793,34.16701,contemporary
-71.32911,-53.1454,18th-century_style
-71.949066,-40.91706,late_19th-century_style
-62.116722,-34.236744,late_19th-century_style
-101.4307,-24.84517,revival
-47.443863,-64.50196,late_19th-century_style
-63.953335,-9.291717,late_19th-century_style
-29.83798,-35.482292,late_19th-century_style
-96.403595,-29.030993,late_19th-century_style
-27.562817,-47.0329,postwar
-67.12132,35.776726,late_19th-century_style
-17.703152,-48.9211,contemporary
-78.01483,-62.756794,18th-century_style
-57.369595,-56.757786,contemporary
-59.921688,-51.296368,contemporary
-78.01483,-62.756794,18th-century_style
-57.369595,-56.757786,contemporary
-48.195232,-48.60367,contemporary
-97.48847,-28.770199,late_19th-century_style
-35.85631,-21.1762,late_19th-century_style
-63.95905,-9.29188,late_19th-century_style
-97.35269,-26.43285,late_19th-century_style
-21.029974,-15.013583,postwar
-59.449535,-15.066557,late_19th-century_style
-42.174995,-68.64145,early_19th-century_style
-37.239117,23.113626,revival
-76.55729,-42.824055,late_19th-century_style
-46.394794,-40.23801,late_19th-century_style
-59.450096,-15.067011,late_19th-century_style
-46.394794,-40.23801,late_19th-century_style
-30.74041,-34.705715,late_19th-century_style
-83.89262,-58.449585,18th-century_style
-94.87186,-28.25455,late_19th-century_style
-81.928925,31.790884,late_19th-century_style
-27.144634,-12.806881,contemporary
-38.36814,-49.68016,late_19th-century_style
19.058176,5.3582044,revival
19.073435,5.396211,revival
19.146393,5.340872,revival
-45.300934,-34.88159,late_19th-century_style
19.146393,5.340872,revival
-76.65863,-19.066166,late_19th-century_style
-97.46847,-24.952246,revival
-60.568695,12.573475,late_19th-century_style
-59.875023,-10.783381,late_19th-century_style
-51.684937,-51.426662,late_19th-century_style
-60.600216,12.555511,late_19th-century_style
-11.499725,-71.37692,early_19th-century_style
-73.659615,-52.889915,18th-century_style
-46.75695,-41.973434,late_19th-century_style
-49.801098,-72.25477,early_19th-century_style
-89.879456,52.41953,postwar
8.832442,51.54648,postwar
-30.742256,-34.70505,late_19th-century_style
