1-t,2-t,label
-52.76304,52.006878,1995–2023
-2.5270321,-27.311398,1978–1994
-80.918335,27.911644,1995–2023
14.9314165,34.926453,1944–1977
13.810021,-52.846405,1846–1910
55.582405,-0.29972917,1911–1943
86.25101,-7.083124,1911–1943
95.970055,-14.940324,1911–1943
-60.87603,49.36646,1995–2023
52.83106,-64.765686,1911–1943
0.058952596,30.17679,1944–1977
47.72735,-18.070461,1911–1943
-30.952621,15.627752,1978–1994
-40.49195,21.489677,1995–2023
27.335888,70.80993,1944–1977
7.581114,16.600447,1911–1943
-48.579697,-8.607783,1978–1994
66.676346,-22.14623,1911–1943
61.317513,-3.4471157,1911–1943
-38.110516,-59.255367,1846–1910
96.62177,-9.675013,1911–1943
-11.334924,61.22501,1944–1977
6.7241344,45.65333,1944–1977
66.50507,-63.670937,1911–1943
-87.97796,-54.34714,1653–1705
-84.17605,-60.24753,1706–1764
-15.597182,3.152726,1911–1943
26.619678,-72.4531,1911–1943
37.035755,-5.8996744,1911–1943
2.6559653,48.254196,1944–1977
84.099266,-58.52445,1911–1943
-47.670277,103.05814,1995–2023
-66.75167,12.626655,1978–1994
52.00306,46.52259,1911–1943
36.96342,1.9373705,1911–1943
-47.16342,34.331352,1995–2023
46.643326,100.010635,1911–1943
28.181202,-61.916435,1911–1943
-58.27777,15.381422,1978–1994
77.54642,0.18879499,1911–1943
0.13684964,-81.382545,1846–1910
14.543608,-31.760675,1911–1943
12.2671175,84.568436,1944–1977
-23.673525,-17.703205,1846–1910
-30.018496,49.23986,1944–1977
-39.21504,-33.082,1911–1943
-40.49107,-41.0002,1765–1845
-16.496328,43.86487,1944–1977
53.630726,0.6890561,1911–1943
16.527615,-50.32581,1911–1943
29.874523,-18.00927,1911–1943
77.66219,24.38818,1911–1943
6.0040054,-49.158245,1846–1910
4.339167,15.48413,1911–1943
-25.784166,64.98469,1944–1977
-84.6159,66.86549,1995–2023
3.8130126,55.834076,1944–1977
-42.913593,49.337368,1995–2023
-23.868076,-39.438873,1911–1943
-71.89053,39.546326,1995–2023
30.777279,36.479324,1911–1943
17.295895,-87.61677,1846–1910
15.147205,-65.12876,1846–1910
-10.737818,-25.533716,1911–1943
-9.440307,31.721325,1944–1977
-66.19763,9.159508,1978–1994
-57.523327,-40.197155,1765–1845
45.312973,73.83737,1911–1943
-80.230255,-66.513176,1765–1845
63.081303,-44.441544,1911–1943
42.0192,21.412611,1911–1943
-49.510487,4.127159,pre-1652
-20.477196,-80.42791,1846–1910
-89.716705,-15.282645,1978–1994
42.506187,-20.854912,1911–1943
0.07133624,-54.64252,1846–1910
-63.678303,81.953125,1995–2023
-41.960407,-33.059433,1846–1910
-51.30136,-33.29244,1765–1845
13.153061,-69.65473,1846–1910
19.436815,-55.416172,1911–1943
73.00624,-62.489754,1911–1943
-6.9196506,-106.67147,1846–1910
-61.16836,33.250427,1995–2023
-54.99697,-29.271822,1944–1977
-76.38492,35.03042,1995–2023
40.71154,-18.78953,1911–1943
-12.717513,52.551888,1944–1977
42.38873,-33.32894,1911–1943
15.675018,86.434654,1944–1977
-100.98148,37.77966,1995–2023
74.369095,-34.5788,1911–1943
61.248318,8.894491,1911–1943
65.28268,59.87764,1911–1943
35.314037,-26.931293,1911–1943
10.608496,-87.08467,1846–1910
-16.761871,4.7806845,1846–1910
-19.341362,42.914936,1944–1977
62.81018,68.61252,1911–1943
23.732132,-85.88404,1846–1910
21.176544,-7.169566,1911–1943
9.357832,-51.994778,1846–1910
-86.74933,43.258217,1995–2023
-18.273989,-42.29235,1846–1910
-39.364075,-47.054005,1765–1845
-18.866817,67.41339,1944–1977
-54.450783,-46.964237,1706–1764
-57.859505,-24.052818,1911–1943
18.18779,-14.216702,1911–1943
15.773181,-21.36386,1911–1943
57.591454,-32.239178,1911–1943
4.731248,-84.9272,1846–1910
-31.435518,17.907076,1995–2023
-95.49971,27.882568,1995–2023
76.618164,-26.34157,1911–1943
-35.528477,-7.3209033,1911–1943
27.178328,-79.52338,1846–1910
-19.707,-6.4975786,1846–1910
-42.018272,14.572034,1978–1994
79.479546,-56.629925,1911–1943
-32.057922,-40.90106,1706–1764
-87.45255,-5.9476886,1978–1994
-5.5516634,41.57298,1944–1977
-27.795128,-15.978416,1846–1910
94.33297,41.77071,1911–1943
-58.532173,-60.767033,1706–1764
-62.94177,3.9300141,1978–1994
35.334408,-7.3269014,1911–1943
96.14139,4.545891,1911–1943
-67.98694,71.90395,1995–2023
-41.271923,-42.15224,1765–1845
-45.79959,-27.88783,pre-1652
53.872173,73.41279,1911–1943
-5.481102,-52.794083,1846–1910
-4.2908607,-73.30994,1846–1910
-8.534213,-69.26684,1978–1994
81.61838,-29.054485,1911–1943
110.04382,-2.3982646,1911–1943
-48.68494,19.82048,1978–1994
-73.763535,-47.64771,pre-1652
10.045931,47.377605,1944–1977
-67.92156,63.749256,1995–2023
33.36704,30.675777,1911–1943
73.53044,-71.15347,1911–1943
79.42906,-0.067277536,1911–1943
5.517613,-45.401035,1846–1910
31.675486,-79.35587,1846–1910
54.898766,-7.758741,1911–1943
24.433836,85.952255,1944–1977
-3.215648,72.966606,1944–1977
27.477861,14.120263,1911–1943
55.66621,-60.549305,1911–1943
-0.0017302755,-41.741047,1846–1910
6.7165093,-74.094536,1846–1910
-94.13331,16.558395,1995–2023
70.93428,-56.725964,1911–1943
64.99773,-42.7542,1911–1943
-8.132467,50.70075,1944–1977
33.80854,-34.20479,1911–1943
-82.27135,6.111258,1978–1994
-6.992085,93.641846,1944–1977
-21.416786,-1.0745125,1911–1943
-45.055878,34.24436,1995–2023
95.57144,22.528702,1911–1943
-6.647785,-40.58464,1846–1910
23.000925,34.983418,1944–1977
49.591686,27.283966,1911–1943
-50.921368,77.12731,1995–2023
80.332306,0.13577245,1911–1943
10.119582,-69.48302,1846–1910
75.985664,-75.63609,1911–1943
9.361792,84.10404,1944–1977
42.248592,66.92092,1911–1943
94.93419,-3.604504,1911–1943
-46.50554,78.502884,1995–2023
65.53323,-25.485048,1911–1943
13.226073,-90.746346,1846–1910
12.206562,72.18983,1944–1977
-83.62482,23.181995,1995–2023
-9.574593,104.537674,1944–1977
46.597126,-64.33259,1911–1943
64.85388,-34.505188,1911–1943
76.9676,-10.86056,1911–1943
40.644638,86.09421,1944–1977
-73.72251,-4.300759,1978–1994
36.162,-24.072376,1911–1943
48.793655,-15.828765,1911–1943
52.464436,-41.071106,1911–1943
-31.530926,17.4396,1978–1994
-19.30917,-19.889154,1995–2023
73.358086,-27.056173,1911–1943
-5.576781,-84.9806,1846–1910
14.06106,-64.30019,1846–1910
61.791492,45.961765,1911–1943
94.843704,-27.613495,1911–1943
75.444405,9.173408,1911–1943
-59.93133,20.456224,1995–2023
-70.216675,-1.1518983,1978–1994
-32.391052,-22.63583,1846–1910
95.34368,39.07664,1911–1943
91.94138,-20.500685,1911–1943
77.74014,-35.187893,1911–1943
45.66199,98.95271,1911–1943
-22.606838,32.352432,1911–1943
48.356705,6.2339087,1911–1943
-41.94546,82.04319,1995–2023
43.873226,-17.918653,1911–1943
-87.091675,12.489236,1978–1994
49.595295,55.146492,1911–1943
-7.9598026,51.172047,1944–1977
-52.63204,-66.13556,1653–1705
42.338436,37.70567,1911–1943
1.1940006,-22.393393,1911–1943
8.239505,-79.35281,1846–1910
-35.428402,-85.7249,1911–1943
-14.369008,-78.091805,1846–1910
1.5282669,-60.00037,1846–1910
54.344692,-44.853493,1911–1943
-53.126045,61.5009,1995–2023
-0.26490134,-40.34913,1846–1910
69.160095,19.89012,1911–1943
78.36738,60.741104,1911–1943
57.423023,-48.8438,1911–1943
-14.752813,-66.16743,1978–1994
66.797676,-38.50324,1911–1943
-57.980434,-25.82761,1846–1910
86.54732,20.729652,1911–1943
52.00014,46.52126,1911–1943
38.139343,30.676369,1911–1943
-54.256905,12.411928,1978–1994
1.8690053,39.613773,1944–1977
58.547108,59.70772,1911–1943
-72.34817,-24.992178,1706–1764
-42.669037,-80.43694,1765–1845
-54.995438,39.636585,1995–2023
-84.36429,61.819775,1995–2023
-12.98247,87.493805,1944–1977
-89.097336,48.435535,1995–2023
27.714003,102.8538,1911–1943
15.194967,-43.94941,1911–1943
-57.779316,15.648656,1978–1994
51.11929,-62.611755,1911–1943
4.2547374,65.952,1944–1977
20.102638,-90.597984,1846–1910
23.172518,19.06919,1944–1977
-3.2677953,5.382841,1911–1943
30.971619,-32.801945,1911–1943
-13.627364,35.734837,1944–1977
-16.020031,7.568176,1846–1910
13.870474,71.82738,1944–1977
27.904333,101.1141,1911–1943
62.234596,77.02244,1911–1943
94.13263,37.64613,1911–1943
61.893105,-20.98553,1911–1943
-17.374567,3.4849138,1911–1943
17.773952,8.741089,1911–1943
105.926414,-44.14364,1911–1943
5.7891283,81.90466,1944–1977
-44.625725,-44.79415,1765–1845
17.496876,6.123141,1911–1943
-49.85802,60.311996,1995–2023
-67.59172,53.39139,1995–2023
-78.83116,44.080135,1995–2023
-68.56931,-76.354164,pre-1652
-13.906564,-95.85396,1846–1910
-53.44411,-34.21297,1995–2023
-61.558292,72.04282,1995–2023
10.358731,15.582255,1911–1943
-40.534756,73.30849,1995–2023
-32.377686,44.06022,1911–1943
20.483,59.45667,1944–1977
-11.927967,-41.07217,1911–1943
-53.766575,39.185062,1995–2023
-1.7074764,-51.583508,1846–1910
-55.752666,-82.13565,pre-1652
87.55051,31.60924,1911–1943
-20.846415,8.287009,1846–1910
68.51568,-53.29869,1911–1943
-9.736342,-104.04339,1846–1910
-9.785034,-11.511066,1911–1943
5.006716,53.60829,1944–1977
7.5979033,72.24389,1944–1977
-58.350334,-58.097828,1846–1910
-89.83975,-43.881596,1653–1705
-3.2481334,-53.302635,1846–1910
-71.01206,59.59521,1995–2023
24.711618,19.914127,1944–1977
22.405432,-13.901948,1911–1943
9.436108,-32.239708,1846–1910
-22.394932,-63.3568,1846–1910
29.419926,-54.785526,1846–1910
20.104223,99.95594,1911–1943
-21.85675,-99.6836,1846–1910
72.86821,29.571896,1911–1943
-47.59331,31.040722,1995–2023
-67.697495,-40.768295,1706–1764
-61.334553,48.496387,1995–2023
-36.250195,42.423904,1995–2023
22.373552,-25.153625,1911–1943
-70.939285,6.626396,1978–1994
-8.717503,-16.712032,1846–1910
75.93685,49.020775,1911–1943
-50.23419,100.34264,1995–2023
-84.69792,16.9194,1978–1994
71.75815,-32.53866,1911–1943
1.3884703,80.20566,1944–1977
54.838417,26.612223,1911–1943
-3.791039,95.69665,1944–1977
-68.3443,-32.635876,1846–1910
-3.8357446,1.5591699,1911–1943
72.254326,-40.720943,1911–1943
-95.60477,51.55003,1995–2023
-30.543833,-71.25787,1911–1943
55.932384,-69.97384,1911–1943
-29.209637,-72.63973,1846–1910
48.100395,-78.658005,1911–1943
2.2266326,13.048879,1911–1943
50.94621,16.961346,1911–1943
-28.792393,-80.065704,1846–1910
3.4799352,-63.485603,1846–1910
21.708908,-60.401466,1911–1943
18.586164,-97.25642,1846–1910
-92.220665,6.988689,1978–1994
-66.02633,46.84091,1995–2023
-32.462925,40.122402,1995–2023
-65.953575,8.7415905,1978–1994
-27.421432,68.01809,1944–1977
51.47683,57.170692,1911–1943
-64.69377,-7.9403863,1978–1994
-65.89199,19.893442,1978–1994
63.44907,-47.044262,1911–1943
7.38542,3.1086524,1911–1943
-39.931923,66.41605,1995–2023
-51.69424,-25.72462,1911–1943
66.642426,-63.290188,1911–1943
49.59924,16.290632,1911–1943
5.7405987,-64.42034,1846–1910
66.798,31.454002,1911–1943
87.772446,-11.678343,1911–1943
55.455456,14.140669,1911–1943
-36.357075,45.329693,1911–1943
-58.278225,-45.595615,1706–1764
30.415064,76.52866,1944–1977
0.117724195,2.9297032,1911–1943
50.49892,41.673862,1911–1943
-78.850555,75.20384,1995–2023
64.19712,-49.971844,1911–1943
24.699726,61.787346,1944–1977
1.1315275,69.38856,1944–1977
4.763359,66.15237,1944–1977
-13.63885,-48.955467,1846–1910
-1.4641757,26.851614,1944–1977
-86.91454,50.443344,1995–2023
-16.67249,-27.08919,1911–1943
-25.778637,65.01913,1944–1977
-8.81072,-70.55792,1846–1910
54.65861,29.268963,1911–1943
7.1091104,-79.594284,1846–1910
-55.414177,73.84281,1995–2023
91.90697,-55.584812,1911–1943
-34.619747,48.023254,1846–1910
-57.563618,8.784341,1978–1994
-21.717358,-71.09947,1846–1910
-74.44291,11.166662,1978–1994
-86.23996,-58.16701,pre-1652
60.0131,54.16578,1911–1943
-84.045876,45.153442,1995–2023
-34.218742,-29.71205,1846–1910
29.940193,35.126312,1911–1943
42.10906,-53.37985,1911–1943
0.5816501,3.629815,1911–1943
8.911937,-26.756887,1911–1943
55.448154,48.05511,1911–1943
16.23296,58.598804,1944–1977
33.903553,-60.243137,1911–1943
-25.508812,67.18924,1944–1977
61.93856,60.92751,1911–1943
-29.580883,22.340883,1978–1994
-99.1767,-40.67693,1995–2023
50.34021,-62.17432,1911–1943
25.515179,-2.8148859,1911–1943
91.1348,63.60109,1911–1943
48.124836,-11.6672325,1911–1943
-48.653778,-38.377857,1846–1910
83.13452,33.25782,1911–1943
25.407045,26.24883,1911–1943
43.725487,0.5416781,1911–1943
-2.232822,-86.30855,1846–1910
-68.32063,-63.322414,pre-1652
-61.629692,-48.66491,1706–1764
42.259857,37.03895,1911–1943
-32.38431,-31.659044,1911–1943
20.97981,20.583986,1911–1943
58.606617,3.1148539,1911–1943
-39.244778,-26.632595,1846–1910
10.064309,-4.414662,1911–1943
23.011425,-92.24932,1846–1910
-64.840096,39.84502,1995–2023
28.47061,-76.44646,1846–1910
82.48992,43.60537,1911–1943
-77.64624,-50.92283,1653–1705
-2.3594642,0.044236705,1911–1943
46.61967,5.6419115,1911–1943
-80.365486,32.823647,1995–2023
74.92556,-53.106194,1911–1943
-56.94874,-53.314644,1911–1943
5.361747,53.27621,1944–1977
-29.003817,-71.11002,1846–1910
-22.170042,48.02511,1944–1977
22.087072,-97.90024,1846–1910
-39.689728,43.393642,1995–2023
-4.031584,30.904478,1944–1977
-91.19279,54.903725,1995–2023
-58.593994,55.88983,1995–2023
-1.0428379,-41.040833,1846–1910
86.65429,-37.00731,1911–1943
-10.204082,-36.53964,1846–1910
-51.319275,65.94161,1995–2023
-80.89471,-38.953938,1653–1705
68.71108,37.7763,1911–1943
101.148384,-9.76596,1911–1943
-9.055943,-41.793537,1911–1943
-44.70057,-43.180374,1706–1764
-76.427895,-68.15426,1944–1977
-6.3873286,-102.76727,1846–1910
27.83419,79.17499,1944–1977
-54.45924,13.907603,1978–1994
-58.10779,-54.95389,1944–1977
-31.633236,65.31759,1995–2023
-89.14759,35.332874,1995–2023
-35.6737,47.636536,1995–2023
-19.672815,112.15602,1944–1977
-16.926132,-22.755104,1846–1910
7.447649,90.549385,1944–1977
-55.34078,-76.27743,1706–1764
-18.495787,62.309883,1944–1977
-43.66431,-14.305146,1995–2023
-44.4496,-63.649216,1846–1910
39.952198,61.459522,1911–1943
28.487865,13.520052,1911–1943
10.788416,4.504284,1911–1943
80.54554,5.4569945,1911–1943
-35.917397,-40.82162,1846–1910
-13.750603,-72.13144,1846–1910
-103.755615,-10.527054,1978–1994
-34.342907,-93.05697,1846–1910
18.927557,8.946005,1911–1943
2.765497,32.261086,1944–1977
-49.428497,103.10504,1995–2023
-11.791314,66.79987,1944–1977
-43.2998,-61.236706,1765–1845
25.055468,7.300755,1911–1943
2.7469618,-24.073002,1978–1994
33.36579,-90.67458,1911–1943
-69.96434,35.38031,1995–2023
-7.783699,-97.22432,1846–1910
12.950564,-55.739788,1911–1943
-55.33478,-67.4364,1765–1845
-58.0037,42.431618,1995–2023
52.92928,31.468529,1911–1943
-25.033958,-16.19847,1911–1943
4.1155653,-22.340544,1911–1943
-105.00312,28.4158,1995–2023
-56.163124,70.14395,1995–2023
-20.280344,5.962159,1846–1910
18.99762,-15.030892,1911–1943
9.598897,-5.6470695,1911–1943
-9.815461,-58.986973,1846–1910
-0.43508264,-50.74227,1846–1910
-5.5370955,-74.12617,1911–1943
-22.363035,-6.8069873,1846–1910
36.76925,-1.1926677,1911–1943
7.446693,90.552216,1944–1977
29.1751,22.09288,1911–1943
46.64327,67.52262,1911–1943
-58.614525,-42.374283,1765–1845
-59.534943,1.1983967,1978–1994
-26.79794,-36.190792,1911–1943
10.787542,4.5041966,1911–1943
48.59221,24.69506,1911–1943
-29.971008,40.114586,1944–1977
-3.6487803,63.683475,1944–1977
83.87433,-16.848293,1911–1943
-83.08355,77.95972,1995–2023
-47.193565,-22.941175,1978–1994
86.819275,2.0473487,1911–1943
24.48608,85.72331,1944–1977
39.46893,38.60932,1911–1943
-61.827717,57.863415,1995–2023
4.89224,-84.95911,1846–1910
-31.87855,18.76425,1978–1994
58.797234,-21.239061,1911–1943
32.987972,-37.690727,1911–1943
29.081257,-2.3894954,1911–1943
11.595788,10.674516,1846–1910
59.304176,12.389967,1911–1943
53.403152,-0.3976656,1911–1943
28.8937,-14.583677,1911–1943
-76.787025,65.18716,1995–2023
71.01802,-5.103076,1911–1943
-83.79153,-42.673244,1846–1910
7.9331164,-17.984879,1846–1910
-16.783274,-49.27089,1978–1994
-8.744726,-16.688702,1846–1910
84.952156,-58.26046,1911–1943
9.084138,-80.57343,1911–1943
-0.2010392,8.307331,1911–1943
18.269842,-4.5713716,1978–1994
24.26584,-71.79132,1911–1943
5.476736,-56.31242,1846–1910
-63.453167,44.04352,1995–2023
-40.133347,-49.92066,1765–1845
53.66197,18.561304,1911–1943
-55.09635,9.698203,1978–1994
11.9983635,56.951584,1944–1977
-14.883545,-93.97436,1846–1910
16.94608,-90.526634,1846–1910
-76.11367,20.165066,1978–1994
74.42621,1.6796501,1911–1943
-9.776647,3.302415,1911–1943
55.043617,-29.372986,1911–1943
-78.116135,59.754074,1995–2023
2.3706899,-47.101006,1846–1910
50.39881,-8.891112,1911–1943
-1.804186,-44.54093,1995–2023
36.424015,51.877728,1846–1910
-11.455652,-91.42917,1846–1910
70.38662,-9.537191,1911–1943
-37.052547,-63.245617,1846–1910
17.164633,-38.8187,1911–1943
65.66286,-74.2632,1911–1943
-9.124113,78.39958,1944–1977
-53.904167,36.63248,1995–2023
-36.849964,-42.91173,1911–1943
-29.32782,73.42353,1995–2023
-58.669094,-53.89985,1944–1977
78.28117,1.0417022,1911–1943
-45.741962,-77.45968,1846–1910
-52.56277,-10.584574,1978–1994
9.081532,-71.93385,1846–1910
-27.631252,2.3230739,1846–1910
-54.643333,11.402578,1978–1994
65.83631,-6.431526,1911–1943
27.406507,70.0167,1944–1977
59.5141,-74.33352,1911–1943
67.47423,-20.219524,1911–1943
-7.9034815,53.124416,1944–1977
-14.440116,61.945854,1944–1977
65.604004,39.764065,1911–1943
-34.84161,49.69956,1978–1994
83.13299,33.25816,1911–1943
-39.49638,82.638824,1995–2023
62.776566,33.81225,1911–1943
-41.447495,32.866615,1944–1977
-72.002335,5.0564356,1978–1994
34.674057,-38.929924,1911–1943
32.096645,3.580346,1911–1943
-42.386456,-9.491779,1846–1910
-40.963997,83.46525,1995–2023
-12.245302,30.460976,1911–1943
52.38446,-5.877747,1911–1943
98.41307,-18.283665,1911–1943
-86.45196,-7.3130493,1978–1994
5.642392,-97.840355,1846–1910
-90.619576,-16.919127,1978–1994
41.27746,-37.84048,1911–1943
12.269696,19.462105,1911–1943
-98.10238,15.275438,1995–2023
14.628352,-31.62463,1911–1943
-8.745764,-6.8631163,1911–1943
13.983368,66.41614,1944–1977
22.444382,-16.307117,1911–1943
10.308377,-29.914244,1846–1910
-40.900646,-43.375698,1978–1994
14.015699,-73.39463,1846–1910
-19.569729,39.62876,1944–1977
-77.28255,-2.7109194,1978–1994
-57.928787,71.60197,1995–2023
48.51803,46.643406,1911–1943
-11.997811,-21.624514,1911–1943
72.08891,15.351288,1911–1943
24.469442,-71.695526,1846–1910
62.172966,-4.3328395,1911–1943
-47.410378,19.376732,1846–1910
-39.86049,82.578674,1995–2023
-34.86903,-66.76499,1846–1910
0.73371285,-75.16495,1846–1910
87.13876,5.63975,1911–1943
80.8524,58.160107,1911–1943
-50.56562,-9.875862,1995–2023
-78.86636,44.376614,1995–2023
-69.170555,-43.913963,1765–1845
29.524609,-94.87502,1846–1910
-24.228258,-86.38666,1846–1910
64.101135,-59.986988,1911–1943
-53.6274,1.8090233,1978–1994
41.03708,34.35154,1911–1943
-4.986843,-54.261242,1846–1910
15.3771715,-87.38504,1846–1910
11.810297,57.360058,1944–1977
-71.596695,37.16263,1995–2023
-14.820671,47.29274,1944–1977
34.394688,23.38748,1911–1943
-13.836674,-29.844711,1846–1910
-2.8145726,-83.09147,1846–1910
46.854168,46.328213,1911–1943
-48.5382,-65.70248,pre-1652
-39.274372,39.82738,1944–1977
14.527751,30.644852,1944–1977
18.078678,17.837881,1911–1943
9.554969,68.55415,1944–1977
-81.403244,52.755657,1995–2023
72.392265,75.99369,1911–1943
52.881264,-79.56318,1911–1943
-38.290283,21.01547,1978–1994
1.10291,-69.47244,1846–1910
18.793163,16.359524,1911–1943
-54.761566,12.345605,1978–1994
-5.829742,53.741066,1944–1977
-80.283875,27.144682,1995–2023
-4.1529365,107.853355,1944–1977
-41.033054,69.0049,1995–2023
-72.99549,13.038989,1978–1994
86.891975,-51.275085,1911–1943
-20.876368,-12.772916,1846–1910
-58.944687,-56.61691,1978–1994
-20.700666,2.5845633,1846–1910
46.57804,-8.33287,1911–1943
25.349556,104.64322,1911–1943
46.00583,34.283657,1911–1943
-6.32131,8.398816,1911–1943
13.87729,-10.451085,1911–1943
-27.732485,-20.274332,1846–1910
28.177109,13.53228,1911–1943
-26.711876,33.81143,1995–2023
66.01871,18.545843,1911–1943
13.680695,-33.91471,1911–1943
-48.358604,-17.641354,1911–1943
62.739838,2.989481,1911–1943
42.766064,4.6949153,1911–1943
6.83125,-55.578094,1846–1910
-15.204656,1.7911433,1911–1943
-18.527048,68.9761,1944–1977
-58.797733,-19.910957,1846–1910
-26.648302,-72.69726,1846–1910
82.30614,-23.511892,1911–1943
-70.3196,-49.532436,1706–1764
27.5856,-9.699549,1911–1943
14.72511,-76.88515,1846–1910
-29.20873,49.221176,1944–1977
33.652206,-92.565475,1846–1910
53.929222,34.21489,1911–1943
-113.96228,13.394515,1995–2023
-69.39732,7.1868825,1978–1994
15.655841,86.45058,1944–1977
-10.51316,-51.078304,1846–1910
53.695354,49.461784,1911–1943
51.455074,-14.192788,1911–1943
-17.319778,-94.28358,1846–1910
57.15493,12.213847,1911–1943
5.812523,-56.698425,1846–1910
75.90881,-23.957775,1911–1943
76.78766,47.96265,1911–1943
-23.77831,103.0429,1944–1977
-51.884468,5.521564,1978–1994
-58.208527,61.470703,1995–2023
-77.967896,-32.353878,1653–1705
84.98722,31.054653,1911–1943
-53.674797,-41.863403,1911–1943
21.707611,68.85785,1944–1977
62.923496,-56.402714,1911–1943
-55.448338,51.21748,1995–2023
-63.80261,-13.49822,1978–1994
-0.31889656,-89.86345,1846–1910
21.123177,10.659633,1911–1943
1.1277941,-23.356926,1944–1977
-20.637602,24.68928,1846–1910
-3.8910544,-27.206493,1911–1943
-68.52595,-3.41756,1978–1994
66.7698,36.12098,1911–1943
-5.9311056,-23.99043,1846–1910
55.236115,-74.56926,1911–1943
-47.451813,79.15467,1995–2023
-44.722717,11.225153,1978–1994
19.414942,64.88766,1944–1977
9.936697,9.510679,1911–1943
-23.802713,-83.901085,1846–1910
49.976692,58.369995,1911–1943
31.586664,-21.524551,1911–1943
-48.85267,-82.871956,1846–1910
68.56054,-47.416615,1911–1943
26.762154,4.6041007,1911–1943
-56.094814,-52.972706,1846–1910
6.4154997,-80.709694,1846–1910
-27.459871,-5.1556945,1846–1910
-51.18745,101.50516,1995–2023
46.451214,-8.133733,1846–1910
71.95315,-32.841476,1911–1943
-24.223404,-77.63928,1846–1910
-1.5613661,9.68098,1911–1943
-1.7569913,100.35188,1944–1977
-26.722208,-94.87309,1846–1910
4.1911597,-12.631413,1911–1943
-102.5169,40.329857,1995–2023
31.045591,10.376684,1911–1943
1.1369177,71.46575,1944–1977
-3.6561484,-15.729531,1995–2023
23.870285,64.53514,1944–1977
71.74854,48.14268,1911–1943
25.286833,21.168514,1911–1943
-80.62486,42.95492,1995–2023
72.08116,33.05178,1911–1943
94.14985,39.814674,1911–1943
16.314547,79.07319,1944–1977
57.18399,-31.585197,1911–1943
60.33222,-23.587004,1911–1943
18.62069,75.717926,1944–1977
-19.97571,-39.543526,1911–1943
-42.999516,-11.876744,1765–1845
-29.829685,-4.0714984,1911–1943
61.07961,-47.585964,1911–1943
13.589994,74.580864,1944–1977
-53.247646,63.906044,1995–2023
10.315271,-22.6048,1911–1943
-43.98675,-36.70426,1765–1845
-38.48311,-64.312294,1846–1910
23.449724,4.6657543,1911–1943
-84.11736,67.09271,1995–2023
67.16376,-56.367832,1911–1943
6.650007,-55.78802,1846–1910
-86.803764,-22.398182,1995–2023
54.490303,-61.364624,1911–1943
20.88186,70.89256,1944–1977
-96.81824,69.5493,1995–2023
47.49297,97.419,1911–1943
38.511303,94.731476,1944–1977
67.284744,10.951409,1911–1943
-1.668253,19.3275,1944–1977
-2.7349417,-68.71987,1911–1943
-35.236683,8.595088,1978–1994
-13.721414,0.20851475,1911–1943
39.397804,44.965736,1911–1943
-85.38162,30.727922,1995–2023
78.59119,-56.381462,1911–1943
-27.526175,65.319786,1944–1977
78.550354,-0.3620463,1911–1943
-1.2980322,77.723915,1944–1977
47.643154,2.1588554,1911–1943
-34.897236,78.3882,1995–2023
66.441086,-57.250034,1911–1943
55.26308,-58.107666,1911–1943
-20.143438,-3.7753186,1846–1910
-3.8557186,-21.203562,1911–1943
31.227093,-88.81236,1846–1910
-63.846317,42.568817,1995–2023
-71.24433,-50.493774,pre-1652
32.881237,-55.41709,1911–1943
47.07287,64.36372,1911–1943
-2.5736518,-50.973206,1911–1943
48.107975,-23.55322,1911–1943
-22.91532,48.73714,1944–1977
76.11923,-32.805763,1911–1943
17.082708,7.406659,1911–1943
45.065044,7.6399384,1911–1943
47.25602,50.89929,1911–1943
-44.301144,31.02377,1978–1994
84.118256,39.478535,1911–1943
-9.592006,-85.51653,1846–1910
-1.061358,0.28208658,1911–1943
33.315327,-35.232174,1911–1943
64.33992,-70.3187,1911–1943
-28.818836,-20.669373,1846–1910
-13.694408,68.779976,1944–1977
9.238263,-59.115974,1846–1910
-103.73686,55.947205,1995–2023
18.42269,53.732265,1944–1977
55.798958,63.909725,1911–1943
-81.82306,5.6922674,1978–1994
-11.291557,-75.91362,1846–1910
-103.516266,-22.80753,1978–1994
75.29822,-47.54545,1911–1943
-12.479091,-21.379824,1911–1943
42.280045,37.100803,1911–1943
72.31095,53.669262,1911–1943
60.38239,-68.191284,1911–1943
49.921444,39.45671,1911–1943
-54.649796,-39.5651,1765–1845
30.278114,-5.198396,1911–1943
-38.195995,-25.504677,1846–1910
-38.0801,35.6172,1944–1977
53.771988,62.40287,1911–1943
-57.097404,-33.02548,pre-1652
-47.26828,52.221245,1995–2023
-64.17658,7.3837047,1978–1994
-18.068308,-43.668053,1846–1910
-99.3082,38.32591,1995–2023
48.46257,-31.35172,1911–1943
61.737755,-59.840958,1911–1943
-60.274086,-68.93144,1706–1764
-9.678433,77.634865,1944–1977
21.98963,-43.164215,1911–1943
55.785965,7.9461584,1911–1943
34.338173,19.270975,1911–1943
29.541058,-86.32286,1846–1910
77.41964,-67.3228,1911–1943
16.865927,-28.848108,1911–1943
-21.241596,5.0549393,1846–1910
-26.4664,-61.394794,1846–1910
-21.989075,-36.822388,1846–1910
24.933554,101.77106,1911–1943
53.628155,0.69289845,1911–1943
-82.59052,37.055435,1995–2023
-15.74567,-64.56282,1846–1910
5.073266,56.53654,1944–1977
62.142277,-50.49066,1911–1943
