1-t,2-t,label
-4.51745,31.757303,1944–1977
90.56982,-37.087425,1911–1943
42.35269,-92.44636,1911–1943
-30.78441,-31.396996,1846–1910
49.62535,-2.923701,1911–1943
-18.009584,38.786785,1944–1977
8.102279,86.69822,1944–1977
43.145367,23.967094,1911–1943
-6.3336434,-62.910408,1846–1910
7.7225904,9.968018,1911–1943
-23.272266,-70.31796,1846–1910
27.046116,23.632694,1944–1977
71.32228,-7.130957,1911–1943
24.118193,49.068882,1911–1943
19.071928,10.395774,1911–1943
1.4016533,3.1984031,1911–1943
55.57417,-46.772648,1911–1943
84.18723,13.509214,1911–1943
16.183609,0.1652697,1911–1943
-12.949332,-39.33949,1846–1910
39.0007,-68.42712,1846–1910
19.08341,74.28385,1944–1977
-75.63138,6.1266828,1911–1943
-107.01359,20.933975,1995–2023
-42.565197,93.881325,1995–2023
12.39399,-74.361374,1846–1910
60.000607,77.08762,1911–1943
-80.47399,-36.991253,1944–1977
11.539242,67.00857,1944–1977
-17.107677,-1.4283959,1846–1910
53.103737,-28.990982,1911–1943
-72.11421,80.66325,1995–2023
5.0047593,-32.623356,1846–1910
-11.710723,38.70152,1944–1977
53.13623,-37.6018,1911–1943
90.76023,-33.51869,1911–1943
90.067345,53.81394,1911–1943
-70.9003,55.21592,1995–2023
36.337692,-50.243637,1911–1943
-75.66318,44.15551,1995–2023
13.321162,59.117165,1944–1977
-58.12973,90.3548,1995–2023
12.0897,52.93503,1944–1977
-2.4050906,-64.239815,1846–1910
-12.89742,41.06066,1944–1977
42.13201,74.722206,1911–1943
28.537596,-89.29052,1846–1910
78.43822,-56.17378,1911–1943
51.42573,-9.900613,1911–1943
40.84758,84.28914,1911–1943
-46.735504,-20.885246,1978–1994
-6.09901,-4.152076,1911–1943
31.253311,-29.292833,1911–1943
56.45692,84.000565,1911–1943
-13.864079,69.609924,1944–1977
-43.12253,-26.70814,1944–1977
50.98406,-33.76328,1911–1943
-16.162153,-42.594753,1978–1994
-11.735683,-74.68079,1846–1910
35.968525,-26.563906,1911–1943
-50.45841,102.10207,1995–2023
37.77923,65.49643,1911–1943
49.388924,58.43549,1911–1943
17.088362,-18.063051,1978–1994
-43.527714,9.867999,1911–1943
13.65841,79.29433,1944–1977
75.865685,-39.740265,1911–1943
-71.94032,5.2829876,1978–1994
-32.21402,-32.654194,1846–1910
-98.019066,15.666825,1995–2023
-15.494102,-0.94111603,1911–1943
-33.07619,85.05272,1995–2023
-102.45949,-22.267506,1978–1994
16.689827,23.715057,1911–1943
56.5411,-43.66717,1911–1943
-19.407543,-35.070892,1978–1994
-22.207775,-80.97101,1846–1910
-7.741193,3.931693,pre-1652
6.371604,-17.212418,1846–1910
-54.229034,-48.709217,1706–1764
37.735394,-63.37751,1911–1943
72.71462,-45.67504,1911–1943
-30.601933,56.961666,1995–2023
-42.31144,-61.84538,1765–1845
39.765858,-74.30793,1911–1943
-64.46062,78.55384,1995–2023
-9.767201,-66.4144,1846–1910
-63.106354,-81.41051,1846–1910
-55.195797,42.76817,1995–2023
39.38895,28.650566,1911–1943
7.0694423,-76.358086,1846–1910
-59.621662,59.077927,1995–2023
39.706364,1.2874398,1911–1943
79.07789,-13.28673,1911–1943
11.595788,10.674516,1846–1910
-75.732025,62.343044,1995–2023
85.02214,-69.79683,1911–1943
6.610379,-27.768734,1846–1910
89.28975,49.509224,1911–1943
43.97658,-5.094844,1911–1943
-55.35282,86.35181,1995–2023
-19.939396,4.3020535,1846–1910
28.857607,-42.948936,1911–1943
26.74565,80.972824,1944–1977
86.141205,11.694299,1911–1943
36.991554,61.17755,1911–1943
22.610422,13.398638,1911–1943
46.09389,-3.0789623,1911–1943
-33.2009,49.186264,1978–1994
44.254562,-60.906258,1911–1943
-40.073067,-45.049885,1765–1845
58.97397,-14.051099,1911–1943
-27.727398,-56.90077,1911–1943
-70.23456,95.42576,1995–2023
23.72998,-27.568897,1911–1943
-14.570229,54.811844,1944–1977
36.25872,-82.02196,1911–1943
-21.98811,-36.822247,1846–1910
36.43478,-8.909116,1911–1943
1.7670852,94.09935,1944–1977
-55.316856,15.434689,1978–1994
-41.625153,-7.229637,1846–1910
26.380772,1.3338478,1911–1943
-108.67181,-10.89365,1978–1994
52.258377,-52.573063,1911–1943
98.42219,-7.299616,1911–1943
-1.2885791,-6.4022665,1911–1943
-53.11396,66.82531,1995–2023
-9.232744,106.02236,1944–1977
53.71263,49.448055,1911–1943
-0.17322563,-72.035,1846–1910
-29.668106,-32.597343,1846–1910
1.6679928,-71.12028,1846–1910
26.989666,-44.942425,1911–1943
-10.353617,107.44547,1944–1977
-4.7402244,72.66439,1944–1977
27.243158,-30.404833,1911–1943
-15.522243,-11.5578575,1911–1943
-73.750916,15.364793,1978–1994
43.46818,33.042233,1911–1943
69.45023,-55.91689,1911–1943
-79.23042,50.266026,1995–2023
59.651997,38.28671,1911–1943
9.391207,17.654041,1911–1943
31.72484,16.772202,1995–2023
30.812414,47.972866,1911–1943
18.689886,-39.6228,1911–1943
29.025421,-89.475464,1846–1910
61.65627,-8.893652,1911–1943
30.318172,-11.871386,1911–1943
-7.6880803,-97.33451,1846–1910
4.054818,-30.432806,1978–1994
77.77144,-10.001031,1911–1943
60.933693,25.714249,1911–1943
-44.966595,48.7084,1995–2023
32.087643,-34.37522,1911–1943
-21.986046,5.7104774,1846–1910
-92.02192,39.409554,1995–2023
-16.739395,-19.403215,1846–1910
43.298473,-62.68039,1911–1943
-52.805626,-25.744179,pre-1652
-74.628624,-39.510235,pre-1652
68.30506,39.276226,1911–1943
-46.79157,-65.92183,1706–1764
-44.91417,-24.54798,1765–1845
-60.667614,-20.009947,1846–1910
86.68148,64.905136,1911–1943
11.397164,12.786691,1911–1943
47.845295,33.653522,1995–2023
-14.718335,-101.29159,1846–1910
41.543438,55.84084,1911–1943
-64.78538,-44.212097,1706–1764
-55.66157,-72.561325,pre-1652
16.262913,-59.234352,1846–1910
3.3345892,55.30041,1944–1977
-61.50264,-62.509457,1706–1764
-79.46607,-52.980156,1653–1705
-31.077105,-52.831467,1978–1994
79.83517,13.020455,1911–1943
-9.109177,8.1196,1911–1943
39.023434,-64.58013,1911–1943
47.08199,-55.670746,1911–1943
46.256683,-25.3552,1911–1943
-12.29768,-98.22571,1846–1910
18.39446,31.752577,1911–1943
-15.31326,-62.425503,1846–1910
6.8123436,4.284297,1911–1943
49.6789,26.81816,1911–1943
-99.87418,1.1257912,1978–1994
47.936462,-29.488731,1911–1943
-11.672312,78.66137,1944–1977
38.648994,67.76206,1911–1943
-25.892677,72.111534,1944–1977
21.00891,-18.76238,1911–1943
-11.839946,-2.2568305,1846–1910
50.339115,54.495686,1911–1943
-31.352795,-54.30295,1846–1910
-47.664974,-25.179474,1978–1994
4.8020377,75.642105,1944–1977
73.638214,10.946911,1911–1943
-41.838005,92.57787,1995–2023
63.804317,-22.268915,1911–1943
22.646784,67.457855,1944–1977
-43.585003,19.377794,1978–1994
-79.11802,2.575761,1978–1994
16.529593,24.166698,1995–2023
-36.41853,-30.59757,1846–1910
9.572132,68.58544,1944–1977
51.732933,31.02943,1911–1943
1.1621115,77.93827,1944–1977
79.16947,-12.648417,1911–1943
80.46257,-27.838665,1911–1943
78.7408,-45.602356,1911–1943
-15.646639,93.97259,1944–1977
54.92911,-21.16329,1911–1943
68.4935,-19.885921,1911–1943
-82.62363,3.468861,1978–1994
80.93967,32.60525,1911–1943
-74.3159,8.726281,1978–1994
-15.346426,43.22511,1944–1977
84.35334,-5.379748,1911–1943
84.58298,-14.974478,1911–1943
60.66739,52.3564,1911–1943
28.55823,-36.746162,1911–1943
7.724804,10.634371,1911–1943
-5.8377438,50.78016,1944–1977
52.20705,-43.18975,1911–1943
-16.958588,-91.40058,1846–1910
-61.61937,-63.79417,1706–1764
-73.54277,-5.4943976,1978–1994
35.865955,42.123745,1911–1943
-61.11568,50.877594,1995–2023
-40.507095,62.77212,1995–2023
13.230486,-42.06023,1846–1910
-13.453304,-83.130875,1846–1910
-76.33217,-49.136322,1653–1705
57.758198,-31.131294,1911–1943
60.971317,-53.528313,1911–1943
16.919945,-9.784174,1911–1943
-57.31608,-35.129963,1846–1910
-67.81761,-61.38586,pre-1652
57.50338,67.49658,1911–1943
-48.006927,-40.1508,1765–1845
-34.91286,43.10943,1995–2023
-20.094795,-74.20101,1846–1910
81.19451,-35.472553,1911–1943
68.1191,-50.829746,1911–1943
-12.385959,-86.19106,1846–1910
102.523865,-27.266447,1911–1943
12.606869,-49.23293,1846–1910
-27.65668,78.05573,1995–2023
-51.84272,9.120407,1978–1994
-0.7458154,74.06918,1944–1977
-42.962997,63.258987,1995–2023
-30.132196,-82.84646,1846–1910
29.904737,23.558332,1911–1943
-57.04464,-30.83034,1978–1994
27.584082,-9.70041,1911–1943
1.269137,0.8522713,1911–1943
14.470734,3.596149,1911–1943
68.71617,9.409195,1911–1943
-71.798904,50.16877,1995–2023
38.086494,-71.644455,1911–1943
54.639526,-65.71915,1911–1943
-48.12106,-31.635698,1978–1994
45.893925,-28.808458,1911–1943
35.39345,36.62796,1911–1943
35.14185,-48.531136,1911–1943
-17.209316,57.90519,1944–1977
-37.06106,89.62077,1995–2023
52.976273,50.320354,1911–1943
32.272305,-0.044072688,1911–1943
78.249825,-62.666634,1911–1943
-27.548468,-28.66079,1846–1910
37.804455,-11.812947,1911–1943
-32.236336,55.22449,1995–2023
28.685295,-19.291124,1911–1943
-12.524333,-86.370605,1846–1910
41.883297,-84.56609,1911–1943
70.1704,-15.965398,1911–1943
25.134357,63.472237,1944–1977
-110.89917,14.891403,1995–2023
-55.170265,61.336185,1995–2023
60.98828,-0.5613135,1911–1943
-61.28421,-50.270195,1706–1764
59.677113,-51.811394,1911–1943
-43.801746,-33.343372,1978–1994
-3.133592,37.244884,1944–1977
23.131725,102.43385,1911–1943
17.428677,-71.90514,1846–1910
87.09846,-26.81766,1911–1943
40.505554,93.363754,1911–1943
-68.496574,68.69753,1995–2023
-57.865414,56.00708,1995–2023
-15.731036,12.310139,1978–1994
7.2303987,44.644566,1944–1977
5.4104524,-59.62226,1846–1910
21.84507,44.030903,1944–1977
-42.80626,93.88513,1995–2023
-11.447629,32.059956,1944–1977
32.40896,-51.566704,1911–1943
-74.46379,11.196258,1978–1994
-92.71145,-14.117469,1978–1994
59.408695,-53.706577,1911–1943
40.98819,-12.363609,1911–1943
60.67526,55.373215,1911–1943
-19.969883,-39.539684,1911–1943
-62.742966,15.288123,1978–1994
93.014015,41.65658,1911–1943
-10.227981,22.919472,1944–1977
-57.14833,9.0661745,1978–1994
19.141483,-13.978207,1911–1943
53.842533,-2.5517466,1911–1943
41.377594,58.589855,1911–1943
-28.594364,43.09061,1846–1910
-39.543816,8.509744,pre-1652
-10.23521,-54.5986,1846–1910
-29.085186,24.768467,1978–1994
-1.7527003,17.066483,1978–1994
-88.20314,59.172268,1995–2023
54.961052,-0.7488159,1911–1943
47.7587,33.68626,1911–1943
61.337677,-49.116257,1911–1943
2.7427714,-24.065956,1978–1994
-1.7980266,-20.550787,1765–1845
-49.471214,67.370766,1995–2023
81.504616,-29.136604,1911–1943
-47.70353,11.982937,1978–1994
-106.980446,15.315037,1995–2023
25.854445,14.990333,1911–1943
-58.20933,0.8810083,1978–1994
45.074726,-14.505837,1911–1943
-49.006256,-6.593377,1978–1994
46.304882,56.08889,1911–1943
-28.596992,81.86664,1995–2023
15.8698635,76.50558,1944–1977
58.149155,-44.16648,1911–1943
-45.125706,66.605385,1995–2023
-13.5148,36.11617,1944–1977
-43.233086,27.128746,1995–2023
25.726482,-34.361706,1911–1943
97.298035,-21.55935,1911–1943
-46.598934,-33.375324,1978–1994
60.40277,10.8360815,1911–1943
-24.807053,-97.92866,1846–1910
1.8002802,101.447365,1944–1977
23.886038,12.419014,1911–1943
-17.927532,-60.461575,1846–1910
-34.39187,7.8212895,1978–1994
-30.50002,42.367336,1978–1994
5.1332836,-75.119064,1846–1910
-18.478714,-102.408676,1846–1910
1.929555,-81.722374,1846–1910
31.311365,-10.3230915,1911–1943
-81.71862,-14.823108,1978–1994
-4.7118278,63.06951,1944–1977
-17.52208,46.286507,1944–1977
-24.46975,-11.266899,1846–1910
78.24483,-67.20253,1911–1943
96.5448,-27.342728,1911–1943
39.56519,-11.180595,1911–1943
42.071854,21.50166,1911–1943
21.155258,17.137554,1911–1943
-51.320293,65.941536,1995–2023
-25.24474,-94.861244,1846–1910
-14.01787,80.47635,1944–1977
91.93753,-12.773271,1911–1943
-47.022316,66.64274,1995–2023
-42.145245,54.87745,1995–2023
40.1531,52.346268,1911–1943
80.914894,19.51112,1911–1943
41.59422,-8.674954,1911–1943
-68.08569,-32.54717,1706–1764
-4.3590565,-69.1265,1846–1910
9.245262,-23.551508,1911–1943
-75.47345,67.80543,1995–2023
23.628098,49.625618,1944–1977
-59.72855,-0.06970146,1978–1994
-76.57036,-52.82151,1706–1764
-8.742393,-74.52579,1846–1910
-68.41548,3.3339055,1978–1994
-80.879105,9.669934,1978–1994
89.32273,-22.016653,1911–1943
-60.85233,66.9848,1995–2023
76.92201,79.269104,1911–1943
47.28671,-1.8481374,1911–1943
-39.942284,66.45538,1995–2023
-52.847862,-43.734097,1765–1845
24.156761,8.698199,1911–1943
104.13444,-11.288756,1911–1943
57.367264,-48.813858,1911–1943
-62.826668,54.185604,1995–2023
-33.75821,-32.141563,1911–1943
-91.40843,-44.527946,1653–1705
50.015118,-35.5535,1911–1943
91.938446,-20.501461,1911–1943
-3.5409286,-8.304427,1911–1943
54.413715,-38.16897,1911–1943
-66.42221,-60.796474,1706–1764
57.294907,-56.16727,1911–1943
-61.630196,-5.574609,1978–1994
-37.140556,-44.90576,1846–1910
-86.63735,49.927624,1995–2023
72.225204,-36.49668,1911–1943
-24.431204,46.623745,1944–1977
-61.47975,12.876263,1911–1943
-61.987167,-65.8588,1706–1764
-5.723905,9.697185,1911–1943
-18.411058,38.176823,1944–1977
-60.877865,-28.036848,1911–1943
-13.56432,25.00669,1995–2023
-92.90433,49.512108,1995–2023
71.131744,54.764908,1911–1943
-34.952217,-31.053032,pre-1652
56.36317,-82.520676,1911–1943
76.13949,-16.384428,1911–1943
-98.799286,1.9844747,1978–1994
73.21231,75.96152,1911–1943
75.14348,-50.7084,1911–1943
16.919615,108.05491,1911–1943
-44.301624,31.155155,1978–1994
22.646019,-46.996094,1911–1943
92.52306,-15.802314,1911–1943
55.79218,63.902008,1911–1943
-1.9428791,76.497665,1944–1977
-37.501286,-63.0104,1765–1845
8.3148775,-11.7059,1911–1943
-76.8771,-11.331714,1978–1994
48.845276,-56.988358,1911–1943
38.54013,-37.282887,1911–1943
88.54121,3.3237402,1911–1943
-73.051994,-64.621506,1653–1705
33.49483,45.373,1911–1943
-9.198945,-77.00085,1846–1910
32.79541,-46.29364,1911–1943
18.088606,-106.61232,1846–1910
66.616516,-71.73835,1911–1943
72.41093,-52.543682,1911–1943
82.60175,4.259276,1911–1943
75.94455,49.016033,1911–1943
-64.07267,-25.041342,1846–1910
62.228817,-44.80769,1911–1943
-24.829714,-0.16179734,1846–1910
-7.794075,-33.897404,1846–1910
-49.349613,66.43935,1995–2023
-26.288137,-79.22982,1911–1943
75.381935,-37.54478,1911–1943
85.062485,-69.89646,1911–1943
-17.168337,42.87767,1944–1977
-74.6858,33.335335,1995–2023
29.436697,51.306023,1944–1977
-72.95944,6.746919,1978–1994
-34.128803,-93.3904,1846–1910
-27.723448,-42.044914,1846–1910
59.149464,7.3601794,1911–1943
58.301197,-45.999355,1911–1943
-75.881226,-33.506977,pre-1652
-25.434572,11.899543,1911–1943
-10.387391,-9.23678,1911–1943
18.442995,53.73413,1944–1977
110.67712,-2.573313,1911–1943
52.424095,49.230846,1911–1943
18.40435,76.47372,1944–1977
-0.1794236,17.696745,1944–1977
40.62834,40.141598,1911–1943
11.913163,23.398703,1911–1943
-79.997635,-49.31916,1653–1705
-34.611507,9.7619,1911–1943
-10.06082,38.36606,1944–1977
67.40394,-4.460885,1911–1943
-35.453144,-9.1672535,1978–1994
-26.933384,-28.901659,1846–1910
-50.564316,-9.874988,1995–2023
73.427,77.816444,1911–1943
14.060232,-57.495647,1846–1910
-17.82135,-11.011484,1846–1910
86.348885,28.989721,1911–1943
64.08309,-80.66338,1911–1943
-52.036148,77.65018,1995–2023
-56.299744,-9.960163,pre-1652
-15.92362,-44.864616,1911–1943
-32.071095,-40.895016,1911–1943
-34.302692,-44.612896,1846–1910
-2.8140287,62.770683,1944–1977
-38.994564,-64.69408,1846–1910
-81.170715,-40.17457,1653–1705
42.309998,8.90422,1911–1943
72.058754,73.06584,1911–1943
-21.763811,-43.416935,1846–1910
24.795168,20.407831,1911–1943
81.19641,-35.502407,1911–1943
13.429139,-106.519936,1846–1910
-18.877546,-96.910324,1846–1910
-88.67664,-45.260326,1653–1705
-79.29044,-31.52153,1706–1764
48.222134,-32.362797,1911–1943
41.9208,-17.525549,1911–1943
18.045885,-17.64134,1911–1943
-1.7569939,30.064018,1944–1977
54.864708,36.928993,1911–1943
-54.33914,60.305317,1995–2023
74.895966,51.57962,1911–1943
72.22483,77.03876,1911–1943
79.29835,59.39864,1911–1943
17.419811,-25.338709,1911–1943
-6.6349683,77.33781,1944–1977
-24.445147,-11.365127,1846–1910
76.63025,-46.721275,1911–1943
-61.18726,-40.079247,1706–1764
-3.234967,-92.64299,1846–1910
-55.948475,89.98357,1995–2023
-17.16081,32.221485,1944–1977
12.299625,51.39544,1944–1977
17.846066,73.79322,1944–1977
40.633316,40.13619,1911–1943
63.050594,-27.265137,1911–1943
-44.872417,75.53611,1995–2023
1.159216,33.97722,1944–1977
-15.907659,-70.03264,1846–1910
73.94534,61.119904,1911–1943
65.13642,51.092747,1911–1943
34.18467,-69.420006,1995–2023
30.63334,-40.55374,1911–1943
-36.231438,-69.25162,1846–1910
43.705135,77.81276,1911–1943
13.691902,-74.71799,1846–1910
-34.967865,49.293633,1846–1910
38.703293,94.813484,1944–1977
11.541682,77.143234,1944–1977
47.683594,19.20015,1911–1943
52.874393,-40.61505,1911–1943
-13.819887,69.71588,1944–1977
29.579952,63.162544,1944–1977
-28.035715,18.776268,1978–1994
62.24753,-2.4527225,1911–1943
-21.976126,76.84239,1944–1977
15.17095,-90.63127,1846–1910
-14.182258,37.144073,1944–1977
-34.866276,-21.727423,1846–1910
20.824095,107.68294,1911–1943
-45.909267,13.018258,1978–1994
32.326527,-100.26372,1846–1910
-70.42675,95.518005,1995–2023
11.343957,-21.384813,1911–1943
9.80861,-41.68598,1765–1845
49.261593,-46.82546,1911–1943
37.15797,-6.288322,1911–1943
-14.127011,71.50317,1944–1977
71.20351,-76.503716,1911–1943
-76.30767,67.75612,1995–2023
-28.049778,-75.25109,1846–1910
-64.643265,33.12782,1995–2023
-25.064896,-9.361304,1846–1910
30.08736,-35.295094,1911–1943
-62.902927,-46.078587,1911–1943
65.353035,-60.399643,1911–1943
30.24578,62.308064,1944–1977
-42.44199,82.72743,1995–2023
-20.48942,8.436342,1846–1910
66.451515,-6.3080463,1911–1943
-77.54821,-66.77032,1706–1764
38.648174,93.32269,1911–1943
-97.4201,36.769592,1995–2023
-53.51545,61.881126,1995–2023
-75.009476,-26.790255,1846–1910
50.2859,-34.764072,1911–1943
-56.385773,-44.907803,1846–1910
-83.556145,71.671005,1995–2023
66.48308,-71.91136,1911–1943
23.88712,-105.006935,1846–1910
-29.185516,81.351746,1995–2023
-27.73611,-56.79042,1846–1910
88.25054,-17.996965,1911–1943
-31.561634,-33.460415,1911–1943
-72.00967,5.0673814,1978–1994
-6.842593,-75.12184,1846–1910
-6.297113,-4.2159295,1911–1943
-44.906994,-31.650627,1911–1943
77.18524,63.586277,1911–1943
70.05112,71.4561,1911–1943
26.55376,102.65985,1911–1943
62.55454,80.511734,1911–1943
48.80078,74.20414,1911–1943
73.20757,29.554743,1911–1943
-44.366844,71.15578,1995–2023
51.636997,37.386887,1911–1943
-56.555553,-2.0878124,1978–1994
11.226509,-79.37015,1846–1910
43.800217,-0.5157821,1911–1943
-27.46237,-12.996422,1846–1910
62.359608,-11.715813,1911–1943
35.63107,7.299518,1911–1943
12.082658,-66.445946,1846–1910
-7.502483,35.724617,1944–1977
9.365223,55.97818,1944–1977
-70.21276,28.40726,1995–2023
-2.0164025,-81.309364,1846–1910
20.91294,10.710703,1911–1943
13.971968,-70.633385,1846–1910
65.867935,2.511051,1911–1943
29.524609,-94.87502,1846–1910
56.663338,-46.076435,1911–1943
-25.614891,51.14542,1995–2023
29.458195,64.501366,1944–1977
-10.386553,17.62639,1911–1943
58.119923,-39.797005,1911–1943
62.886295,-0.32405,1911–1943
24.145649,86.18442,1944–1977
-55.319504,-83.85328,1846–1910
-39.21504,-33.082,1911–1943
-32.24582,46.652195,1846–1910
8.098108,97.31291,1944–1977
-73.43676,-4.709776,1978–1994
-10.385567,1.9276391,1911–1943
-37.326466,-60.808865,1978–1994
-68.96774,-39.61854,1706–1764
53.928795,34.21531,1911–1943
25.801216,101.61099,1944–1977
66.99455,31.020853,1911–1943
-29.204197,-35.0415,1995–2023
-47.22993,-25.035238,1846–1910
89.02952,-19.60503,1911–1943
-4.485051,13.511604,1944–1977
21.90343,-100.0324,1846–1910
86.731026,-61.260742,1911–1943
-39.108604,-48.19717,1706–1764
58.9972,-1.4215147,1911–1943
-28.75396,11.3003235,1978–1994
73.80891,-44.672768,1911–1943
-57.671158,5.812735,1978–1994
56.044613,-59.08958,1911–1943
-73.051926,5.1173983,1978–1994
-11.377556,-98.986244,1846–1910
97.74783,38.791473,1911–1943
-15.324198,93.93832,1944–1977
16.83622,-37.609364,1911–1943
-12.025316,46.126335,1944–1977
10.871479,-59.728737,1846–1910
15.384425,-7.8708305,1911–1943
30.27003,91.98509,1911–1943
5.2438745,-28.51691,1911–1943
-19.845047,47.870342,1944–1977
13.417148,-80.04234,1846–1910
34.572197,-54.89959,1911–1943
-85.256935,-42.59263,1653–1705
67.9208,44.932995,1911–1943
20.273998,-48.223694,1911–1943
-26.471693,7.074079,1911–1943
-64.00007,-44.318604,1846–1910
25.022312,23.87804,1911–1943
31.449253,-97.8559,1846–1910
-12.689791,-80.2022,1846–1910
5.862436,-70.38312,1846–1910
-9.588032,11.587473,1911–1943
-38.7246,10.776257,1978–1994
-66.75084,41.583813,1995–2023
-50.189545,69.266685,1995–2023
-45.6383,-60.132015,pre-1652
-47.936543,-28.47539,1978–1994
77.415405,22.540527,1911–1943
-13.799581,-4.177986,1911–1943
-44.12231,31.113745,1978–1994
-63.511547,35.45524,1995–2023
73.230156,-11.081228,1911–1943
-36.51548,73.11734,1995–2023
-14.291858,-64.34804,1765–1845
-40.6944,-62.194324,1911–1943
-65.33783,15.565426,1978–1994
1.684359,39.470955,1944–1977
22.181934,-57.061485,1846–1910
52.86081,-53.599014,1911–1943
-1.6759362,-20.51842,1765–1845
-42.15746,35.865654,1978–1994
88.94932,-29.820126,1911–1943
93.52472,36.04673,1911–1943
-55.255753,-70.54032,1846–1910
-85.405815,0.5224826,1978–1994
28.51516,-61.661297,1911–1943
-54.670307,-46.772736,1706–1764
-5.391617,-77.34012,1846–1910
21.897902,65.52966,1944–1977
-82.071304,37.21208,1995–2023
-56.715916,64.039925,1995–2023
47.872494,-19.964521,1911–1943
-41.05435,-21.771482,1846–1910
21.86978,46.249115,1944–1977
57.9871,57.63239,1911–1943
19.757725,-96.22813,1846–1910
-19.262623,0.22254415,1846–1910
26.273935,27.51673,1911–1943
-53.91163,54.854126,1995–2023
-56.287083,2.150845,1978–1994
-2.5940592,-12.361821,1911–1943
-33.517246,-72.18693,1846–1910
8.745946,28.233831,1911–1943
-21.248901,-96.74813,1846–1910
78.21041,61.07836,1911–1943
-33.503235,44.56402,1995–2023
-46.727837,-64.14707,1846–1910
-6.6942086,45.857895,1944–1977
38.085823,56.23085,1911–1943
94.36833,35.09992,1911–1943
-50.324726,-39.45761,1846–1910
25.385477,104.51904,1911–1943
-18.701124,47.96272,1944–1977
-106.82456,21.058002,1995–2023
33.03851,-47.111515,1911–1943
8.677094,1.8998042,1911–1943
54.305836,36.929142,1911–1943
-14.520217,-2.4089851,1911–1943
-11.474963,-56.39579,1911–1943
-8.141345,-22.508598,1846–1910
60.338722,-53.447212,1911–1943
26.854853,4.5764117,1911–1943
-111.344284,15.373437,1995–2023
-45.390053,-44.163643,1765–1845
-0.5060796,-71.48103,1846–1910
-54.60231,59.13929,1995–2023
-76.87135,-11.324149,1978–1994
56.731995,8.720239,1911–1943
46.875286,-21.604654,1911–1943
97.93869,-19.865648,1911–1943
-10.780659,-70.490105,1846–1910
84.19802,15.308,1911–1943
-29.667809,-59.995945,1846–1910
-68.57727,-54.246353,pre-1652
-53.574795,-36.60999,1846–1910
-54.378304,14.132872,1978–1994
-51.190495,-27.997278,1846–1910
39.85545,85.612686,1911–1943
-106.93357,0.80794954,1978–1994
-48.210712,-14.111241,1911–1943
-50.361763,-12.748499,1846–1910
-8.16686,-64.05625,1846–1910
-45.97304,-26.735952,1911–1943
-55.419304,27.409786,1995–2023
-50.67216,23.55361,1978–1994
-27.301636,10.083161,1995–2023
-40.946957,7.1156583,1978–1994
-52.556576,103.34443,1995–2023
58.38827,-29.353804,1911–1943
34.006355,-38.807617,1911–1943
-1.7739486,-74.380646,1846–1910
-53.69688,33.257404,1995–2023
-40.073742,19.08119,1978–1994
72.17679,-19.417103,1911–1943
-79.29451,0.49794564,1978–1994
101.289375,16.178583,1911–1943
15.785418,-19.38575,1911–1943
20.86264,61.85282,1944–1977
84.27125,57.580353,1911–1943
-20.087358,55.407867,1944–1977
15.163032,-65.09418,1846–1910
-63.904114,-81.53396,pre-1652
-29.426258,-31.309025,1911–1943
78.1731,-67.764465,1911–1943
-41.99222,-29.08881,1846–1910
-17.621769,-51.235985,1846–1910
13.89681,-53.1244,1911–1943
80.28974,37.512024,1911–1943
-22.311598,-27.433666,1911–1943
-74.19593,35.298653,1995–2023
65.487526,-0.47227404,1911–1943
-75.2075,7.716846,1978–1994
14.755558,-31.007286,1911–1943
24.541613,63.28896,1944–1977
73.26143,29.504705,1911–1943
-75.33,53.678703,1995–2023
-23.621618,-7.5993443,1846–1910
-57.627945,-6.6444483,1978–1994
-11.257172,-98.43478,1846–1910
14.182315,61.080395,1944–1977
-17.691788,-65.60057,1995–2023
23.688927,21.37206,1911–1943
29.936975,-20.615946,1911–1943
33.96695,-16.05129,1911–1943
-6.295154,-6.3951583,1911–1943
75.709915,25.005346,1911–1943
-11.917815,-92.627945,1846–1910
-40.5044,-16.401237,1995–2023
96.487335,36.81083,1911–1943
90.34157,67.25856,1911–1943
-44.811214,-37.500515,1846–1910
26.687534,-13.724269,1911–1943
9.118276,-69.669876,1846–1910
52.782223,-8.561012,1911–1943
-74.30165,-32.174496,1978–1994
42.699932,-28.345198,1911–1943
10.558025,-97.20898,1846–1910
-36.914288,-55.608135,1846–1910
93.76466,40.94142,1911–1943
-20.18693,-72.88342,1846–1910
56.87628,-22.844337,1911–1943
-57.305145,-49.04959,1846–1910
-5.4105115,-79.08514,1846–1910
-73.28252,0.051624436,1978–1994
-53.23719,-85.76851,pre-1652
40.424316,24.01884,1911–1943
38.550907,88.2602,1911–1943
34.458885,-17.377352,1911–1943
62.721878,22.592379,1911–1943
73.74793,-14.8933935,1911–1943
-4.7254124,69.57043,1944–1977
-5.0933895,39.86681,1944–1977
-51.590153,-47.131767,1706–1764
68.41674,27.090942,1911–1943
-62.214672,73.17132,1995–2023
5.5915976,-29.271515,1911–1943
76.755875,49.844597,1911–1943
-24.63484,-93.261795,1846–1910
-71.28871,84.83535,1995–2023
61.111557,0.9184728,1911–1943
19.986956,18.342304,1911–1943
-20.094795,-74.20101,1846–1910
-58.501167,-55.703957,1706–1764
64.57918,41.105713,1911–1943
