363100012078578,1994,"https://www.google.com/maps/@52.34333359030455,4.802673341879862,3a,80y,357.4042362904786h,96t/data=!3m6!1e1!3m4!1s3VAqk-PEtzzd2qWyB6G7_w!2e0!7i16384!8i8192",2018-06
363100012078534,1993,"https://www.google.com/maps/@52.34297048618111,4.813243031617252,3a,80y,357.87140306803843h,96t/data=!3m6!1e1!3m4!1syAeFFlh7rkDg8yXclF9O1Q!2e0!7i16384!8i8192",2019-05
363100012078665,1995,"https://www.google.com/maps/@52.34793309520482,4.802962732488213,3a,80y,250.7294271234319h,96t/data=!3m6!1e1!3m4!1seRIHjuqkzDJjhasrGxg4vQ!2e0!7i16384!8i8192",2021-08
363100012078636,1995,"https://www.google.com/maps/@52.34634353177911,4.803809853245055,3a,80y,70.2939633579135h,96t/data=!3m6!1e1!3m4!1sK_R6JebX56eOl8Q6NwFlXw!2e0!7i16384!8i8192",2021-08
363100012078787,1992,"https://www.google.com/maps/@52.34855617705157,4.817064679296987,3a,80y,88.04195045704999h,96t/data=!3m6!1e1!3m4!1sJ5qKvkUWFcaMuoeHwZ0kdA!2e0!7i16384!8i8192",2019-05
363100012078799,1992,"https://www.google.com/maps/@52.34963670317573,4.81439690550574,3a,80y,177.78346318893918h,96t/data=!3m6!1e1!3m4!1sH2a7SO2EMKT_XML7KgHNcw!2e0!7i16384!8i8192",2020-06
363100012078812,1995,"https://www.google.com/maps/@52.34291467569339,4.808422749999274,3a,80y,178.2478622164919h,96t/data=!3m6!1e1!3m4!1sqoCZj2W9YXgT9Y-C3sNNVQ!2e0!7i16384!8i8192",2019-06
363100012078839,1989,"https://www.google.com/maps/@52.3429998000286,4.796402801820947,3a,80y,182.6068750216728h,96t/data=!3m6!1e1!3m4!1sy2GKdXDcpJ3wRll1DVhJUQ!2e0!7i16384!8i8192",2022-01
363100012078866,1993,"https://www.google.com/maps/@52.34315961683216,4.814235826117501,3a,80y,87.36037273963882h,96t/data=!3m6!1e1!3m4!1sPb5Sk4FMLpLaYzLKoC63sQ!2e0!7i16384!8i8192",2018-06
363100012078892,1996,"https://www.google.com/maps/@52.34418671182441,4.804156234344206,3a,80y,87.4475707593852h,96t/data=!3m6!1e1!3m4!1sRDzwykvc3DGr3yXDZ85QGw!2e0!7i16384!8i8192",2018-06
363100012078921,1991,"https://www.google.com/maps/@52.34818691800596,4.820137161513179,3a,80y,268.0552881751714h,96t/data=!3m6!1e1!3m4!1sL2CAdEZk8bFKhDpn4ch8SQ!2e0!7i16384!8i8192",2018-06
363100012079005,1995,"https://www.google.com/maps/@52.34810274154917,4.803700585302821,3a,80y,70.6003817318835h,96t/data=!3m6!1e1!3m4!1sCeZEu5Za0Hnc1PNlWKQF4g!2e0!7i16384!8i8192",2019-05
363100012079150,1996,"https://www.google.com/maps/@52.34305044368728,4.804185849445482,3a,80y,88.48879439926954h,96t/data=!3m6!1e1!3m4!1s3rZEDNCAC4yE_VBg80X3pg!2e0!7i16384!8i8192",2018-06
363100012079016,1992,"https://www.google.com/maps/@52.34979810918125,4.811914355207673,3a,80y,267.0145563419704h,96t/data=!3m6!1e1!3m4!1sBqeVWF1vRv3FqL31n2P3bQ!2e0!7i16384!8i8192",2020-06
363100012079097,1992,"https://www.google.com/maps/@52.34758770906363,4.805251110335557,3a,80y,70.53438108324545h,96t/data=!3m6!1e1!3m4!1sjJy3hetbhyNWm7U6JQNdmA!2e0!7i16384!8i8192",2022-03
363100012079154,1996,"https://www.google.com/maps/@52.34319827735726,4.805069341255886,3a,80y,87.89715200371357h,96t/data=!3m6!1e1!3m4!1skMqZ48UBxM7Ei0QQ8wc8_A!2e0!7i16384!8i8192",2018-06
363100012079317,1992,"https://www.google.com/maps/@52.34933283841075,4.812795532698202,3a,80y,267.53002580494973h,96t/data=!3m6!1e1!3m4!1sJZMs7vj_1lObiiQ3t5K21Q!2e0!7i16384!8i8192",2019-05
363100012079373,1992,"https://www.google.com/maps/@52.34788839505115,4.817085158561317,3a,80y,88.51138716438862h,96t/data=!3m6!1e1!3m4!1suFnvHF7Tgkj5Q2wTqBedyQ!2e0!7i16384!8i8192",2019-05
363100012079396,1949,"https://www.google.com/maps/@52.34312953508604,4.793279255863644,3a,80y,93.57568988104592h,96t/data=!3m6!1e1!3m4!1sTPkFY4bVTFyao6q8Qhswdg!2e0!7i16384!8i8192",2020-07
363100012079392,1992,"https://www.google.com/maps/@52.3475609964722,4.814098844619059,3a,80y,87.34545897903162h,96t/data=!3m6!1e1!3m4!1sGmoqVs_JnTcM7TQk4t1guA!2e0!7i16384!8i8192",2019-05
363100012079499,1993,"https://www.google.com/maps/@52.34547367277231,4.820029609464495,3a,80y,180.24479680333295h,96t/data=!3m6!1e1!3m4!1shatW5xV_Sd1F0sNiwCm-CA!2e0!7i16384!8i8192",2022-08
363100012079480,1992,"https://www.google.com/maps/@52.34626016960193,4.807219095898279,3a,80y,160.2563286340771h,96t/data=!3m6!1e1!3m4!1sUEPid0U40FcpCznsSw8HWw!2e0!7i16384!8i8192",2018-06
